"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",729,1,NA,15,0.5,0,0.5,0.477958236658933,0.431134417556555,0.525172647035028
"2",729,2,NA,15,0.5,0,0.5,0.483544303797468,0.434580569913545,0.532826045273398
"3",729,3,NA,15,0.5,0,0.5,0.513089005235602,0.463002314019837,0.56291420006269
"4",729,4,NA,15,0.5,0,0.5,0.458737864077718,0.411151613009453,0.507088823891819
"5",729,5,NA,15,0.5,0,0.5,0.516339869281046,0.470613509386894,0.561794244181071
"6",729,6,NA,15,0.5,0,0.5,0.504032258064516,0.460113358542067,0.547889019974155
"7",729,7,NA,15,0.5,0,0.5,0.462222222222232,0.416607291814799,0.508478495672889
"8",729,8,NA,15,0.5,0,0.5,0.506756756756757,0.460328597299144,0.553068669209908
"9",729,9,NA,15,0.5,0,0.5,0.55990783409772,0.512812269834299,0.605949059270361
"10",729,10,NA,15,0.5,0,0.5,0.52122641509434,0.473628597809394,0.568441917061414
"11",729,11,NA,15,0.5,0,0.5,0.494505494505495,0.448740952518266,0.54036229446649
"12",729,12,NA,15,0.5,0,0.5,0.513636363636362,0.4669518064556,0.560084192412499
"13",729,13,NA,15,0.5,0,0.5,0.521164021164021,0.470760025910585,0.571140749014025
"14",729,14,NA,15,0.5,0,0.5,0.506637168141593,0.460620747125891,0.552541409272445
"15",729,15,NA,15,0.5,0,0.5,0.51394422310757,0.470227346726785,0.557448772101515
"16",729,16,NA,15,0.5,0,0.5,0.49234693877551,0.443091639716702,0.541751257920698
"17",729,17,NA,15,0.5,0,0.5,0.511627906976744,0.464418537606712,0.558630748416845
"18",729,18,NA,15,0.5,0,0.5,0.544041450776937,0.49408176928797,0.593130295548885
"19",729,19,NA,15,0.5,0,0.5,0.513440860215054,0.462685538156611,0.56392048737862
"20",729,20,NA,15,0.5,0,0.5,0.509216589861751,0.462241025119499,0.556029955029462
"21",729,21,NA,15,0.5,0,0.5,0.493975903614458,0.440471883674687,0.547618260827891
"22",729,22,NA,15,0.5,0,0.5,0.480099502487563,0.431604618347553,0.52897231166909
"23",729,23,NA,15,0.5,0,0.5,0.482915717539863,0.436455223051112,0.529673468626956
"24",729,24,NA,15,0.5,0,0.5,0.50207468879668,0.457539870126939,0.546576612541479
"25",729,25,NA,15,0.5,0,0.5,0.470422535212262,0.419004531159274,0.522476073273579
"26",729,26,NA,15,0.5,0,0.5,0.498708010335917,0.449069804386183,0.548371696727549
"27",729,27,NA,15,0.5,0,0.5,0.483146067415736,0.431602696212458,0.535050567989608
"28",729,28,NA,15,0.5,0,0.5,0.484567901234587,0.430545573631135,0.538953293890728
"29",729,29,NA,15,0.5,0,0.5,0.528604118993129,0.481687783812707,0.575020491567487
"30",729,30,NA,15,0.5,0,0.5,0.483091787439614,0.43525976620392,0.531235657664531
"31",729,31,NA,15,0.5,0,0.5,0.498740554156171,0.449726956272031,0.547778369017528
"32",729,32,NA,15,0.5,0,0.5,0.466830466830538,0.418823271208555,0.51545989153737
"33",729,33,NA,15,0.5,0,0.5,0.5,0.453416679369204,0.546583320630796
"34",729,34,NA,15,0.5,0,0.5,0.498850574712644,0.452012072899892,0.545709258614129
"35",729,35,NA,15,0.5,0,0.5,0.515738498789346,0.467543733661578,0.563642290334189
"36",729,36,NA,15,0.5,0,0.5,0.501597444089457,0.446411919405421,0.556744076416896
"37",729,37,NA,15,0.5,0,0.5,0.495412844036697,0.448659696813969,0.542246350824517
"38",729,38,NA,15,0.5,0,0.5,0.504694835680751,0.457316737470285,0.551988768851554
"39",729,39,NA,15,0.5,0,0.5,0.564625850340136,0.507351669666438,0.620225684842516
"40",729,40,NA,15,0.5,0,0.5,0.511811023622034,0.46166857043071,0.561716897280402
"41",729,41,NA,15,0.5,0,0.5,0.488636363636365,0.442163573297662,0.535306427517453
"42",729,42,NA,15,0.5,0,0.5,0.501199040767386,0.453345095959915,0.549031029100104
"43",729,43,NA,15,0.5,0,0.5,0.489702517162471,0.44306029409888,0.536524725280037
"44",729,44,NA,15,0.5,0,0.5,0.472067039106377,0.420834908830845,0.523894373324411
"45",729,45,NA,15,0.5,0,0.5,0.503296703296703,0.457456604322434,0.549081447498669
"46",729,46,NA,15,0.5,0,0.5,0.496732026143791,0.451145726959035,0.542372722173199
"47",729,47,NA,15,0.5,0,0.5,0.460674157303392,0.414831171986861,0.507192226163121
"48",729,48,NA,15,0.5,0,0.5,0.514767932489451,0.469777407237285,0.559520375759701
"49",729,49,NA,15,0.5,0,0.5,0.528735632183907,0.481711165959422,0.575255541332575
"50",729,50,NA,15,0.5,0,0.5,0.497797356828194,0.451952778951642,0.543679000174216
"51",729,51,NA,15,0.5,0,0.5,0.513119533527446,0.460274181668067,0.565673198241332
"52",729,52,NA,15,0.5,0,0.5,0.52455357142855,0.478231384391398,0.570457072794413
"53",729,53,NA,15,0.5,0,0.5,0.490666666666671,0.440336339595415,0.541186914894302
"54",729,54,NA,15,0.5,0,0.5,0.496277915632754,0.447652641409707,0.544973700340405
"55",729,55,NA,15,0.5,0,0.5,0.521850899742931,0.472159078484722,0.571113979020728
"56",729,56,NA,15,0.5,0,0.5,0.463687150837989,0.412599191429471,0.515548881551093
"57",729,57,NA,15,0.5,0,0.5,0.487244897959184,0.43804941535465,0.536688747709065
"58",729,58,NA,15,0.5,0,0.5,0.519911504424779,0.473814949196892,0.565671518663628
"59",729,59,NA,15,0.5,0,0.5,0.52394366197182,0.471919785585696,0.575453060353401
"60",729,60,NA,15,0.5,0,0.5,0.511494252873563,0.468633537752519,0.554186619224614
"61",729,61,NA,15,0.5,0,0.5,0.502450980392157,0.454063978080409,0.550792117235123
"62",729,62,NA,15,0.5,0,0.5,0.475806451612925,0.425477558159165,0.526631598577592
"63",729,63,NA,15,0.5,0,0.5,0.547283702213275,0.503269283484561,0.590570915000907
"64",729,64,NA,15,0.5,0,0.5,0.491484184914842,0.443381283113742,0.539745288263966
"65",729,65,NA,15,0.5,0,0.5,0.522727272727271,0.475994269272348,0.569065727333314
"66",729,66,NA,15,0.5,0,0.5,0.532637075716916,0.482508946355116,0.582114854875447
"67",729,67,NA,15,0.5,0,0.5,0.56651376146789,0.519546876639131,0.612315371833659
"68",729,68,NA,15,0.5,0,0.5,0.50131926121372,0.451137243748971,0.5514747148856
