"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",153,1,NA,15,0.005,0,0.005,0.00534759358288785,0.00133782568359407,0.0211213674265507
"2",153,2,NA,15,0.005,0,0.005,0.00407331975560111,0.00101896321828859,0.0161352760270179
"3",153,3,NA,15,0.005,0,0.005,0.0038684719535786,0.000967708226950534,0.0153310141805016
"4",153,4,NA,15,0.005,0,0.005,0.00719424462963463,0.00232227151804598,0.0220612823339301
"5",153,5,NA,15,0.005,0,0.005,0.00769230774404231,0.00248322700279092,0.0235703127583945
"6",153,6,NA,15,0.005,0,0.005,2.49377816569927e-13,0,1
"7",153,7,NA,15,0.005,0,0.005,0.00414937759336113,0.00103799387242721,0.016433699373098
"8",153,8,NA,15,0.005,0,0.005,0.00735294122913291,0.00237358804208609,0.02254203664964
"9",153,9,NA,15,0.005,0,0.005,0.00464037122969946,0.00116085160337938,0.0183576690059402
"10",153,10,NA,15,0.005,0,0.005,0.00574712643678192,0.00143781056284112,0.0226787229305367
"11",153,11,NA,15,0.005,0,0.005,0.00646551725773763,0.00208685682771945,0.0198487806980355
"12",153,12,NA,15,0.005,0,0.005,0.00911161733367421,0.00342407053284891,0.0240187626578731
"13",153,13,NA,15,0.005,0,0.005,0.0097087378643149,0.0040467811918877,0.0231086792336303
"14",153,14,NA,15,0.005,0,0.005,0.0118203309693464,0.00492844448809018,0.0280778197159861
"15",153,15,NA,15,0.005,0,0.005,2.3643496934155e-13,0,1
"16",153,16,NA,15,0.005,0,0.005,2.99622126543784e-13,0,1
"17",153,17,NA,15,0.005,0,0.005,0.00221238938191456,0.000311572035778981,0.0155294416891411
"18",153,18,NA,15,0.005,0,0.005,0.0120845921464995,0.004542993956378,0.0317463619411692
"19",153,19,NA,15,0.005,0,0.005,0.00433839479392746,0.00108528969114186,0.0171748756432844
"20",153,20,NA,15,0.005,0,0.005,2.45599279996523e-13,0,1
"21",153,21,NA,15,0.005,0,0.005,0.00227790433945477,0.000320816360345878,0.01598300821144
"22",153,22,NA,15,0.005,0,0.005,2.73932558147369e-13,0,1
"23",153,23,NA,15,0.005,0,0.005,0.00251889169430063,0.000354736619140974,0.017652837179199
"24",153,24,NA,15,0.005,0,0.005,0.0023419203861108,0.000329829210828552,0.0164268796498126
