"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",23,1,NA,30,0.001,0,0.001,0.00115667110057268,0.000746351954025024,0.0017921653050409
"2",23,2,NA,30,0.001,0,0.001,0.00081296682079259,0.00049810726746511,0.00132658870070371
"3",23,3,NA,30,0.001,0,0.001,0.000974184120823744,0.000613861575352906,0.00154568055206368
"4",23,4,NA,30,0.001,0,0.001,0.00118136813683236,0.000770383934617034,0.00181120665792803
"5",23,5,NA,30,0.001,0,0.001,0.00100523781810496,0.000641283114048336,0.00157542624961516
"6",23,6,NA,30,0.001,0,0.001,0.00115959719255421,0.000739771059326258,0.00181724480604685
"7",23,7,NA,30,0.001,0,0.001,0.0010435850214858,0.000648850996322821,0.0016780556203561
"8",23,8,NA,30,0.001,0,0.001,0.00088236916119792,0.000540635499458245,0.00143980020524532
"9",23,9,NA,30,0.001,0,0.001,0.00151013533135867,0.00102840655193793,0.00221701592483836
"10",23,10,NA,30,0.001,0,0.001,0.000613394301444083,0.000339733054461581,0.00110725057040608
"11",23,11,NA,30,0.001,0,0.001,0.000765738664435951,0.000453563156292842,0.00129249847206688
"12",23,12,NA,30,0.001,0,0.001,0.000758232235728075,0.000449115497218613,0.00127983509726023
"13",23,13,NA,30,0.001,0,0.001,0.000900784969812776,0.000533563674026395,0.00152035917959399
"14",23,14,NA,30,0.001,0,0.001,0.000804545683198157,0.000492948624743218,0.00131284720777638
"15",23,15,NA,30,0.001,0,0.001,0.00113407907624269,0.000746847707125986,0.001721739217195
"16",23,16,NA,30,0.001,0,0.001,0.000964494544578056,0.000590961420298729,0.00157375758056035
"17",23,17,NA,30,0.001,0,0.001,0.000919863643746334,0.000571917349967551,0.0014791821599179
"18",23,18,NA,30,0.001,0,0.001,0.000854798267626014,0.000515393035371917,0.00141739733684006
"19",23,19,NA,30,0.001,0,0.001,0.000634350055514529,0.000360288186419492,0.0011166507988002
"20",23,20,NA,30,0.001,0,0.001,0.000738479716425199,0.000445251836037176,0.00122458103008217
"21",23,21,NA,30,0.001,0,0.001,0.00120743781695243,0.000779114925376279,0.00187079280621747
"22",23,22,NA,30,0.001,0,0.001,0.00148441365660569,0.00101817438458574,0.00216368936120896
"23",23,23,NA,30,0.001,0,0.001,0.0007792612603871,0.000469844294457084,0.00129218200352637
"24",23,24,NA,30,0.001,0,0.001,0.000919070717385919,0.000579127712390502,0.00145826619720887
"25",23,25,NA,30,0.001,0,0.001,0.000938212035922043,0.000555734664451425,0.00158350756609273
"26",23,26,NA,30,0.001,0,0.001,0.00118784082932889,0.000782257841653431,0.00180332990620657
"27",23,27,NA,30,0.001,0,0.001,0.000841184387623842,0.000507183346176493,0.00139483186410247
"28",23,28,NA,30,0.001,0,0.001,0.000820434283216579,0.000494670650767442,0.00136043642052159
"29",23,29,NA,30,0.001,0,0.001,0.000813462809497909,0.000498411172231518,0.00132739785814865
"30",23,30,NA,30,0.001,0,0.001,0.00147392986550391,0.000988118641723911,0.00219806597351085
"31",23,31,NA,30,0.001,0,0.001,0.000485466353456373,0.000242806928191778,0.000970402399272118
"32",23,32,NA,30,0.001,0,0.001,0.000756102830005488,0.000447853961825995,0.00127624229938354
"33",23,33,NA,30,0.001,0,0.001,0.000990344144592314,0.000606802305341739,0.00161591948974592
"34",23,34,NA,30,0.001,0,0.001,0.00113542526839132,0.000747734990637179,0.001723780847007
"35",23,35,NA,30,0.001,0,0.001,0.000901930130480622,0.000543813840019577,0.00149552291486141
"36",23,36,NA,30,0.001,0,0.001,0.000842412670080078,0.000507926281427966,0.00139686165247543
"37",23,37,NA,30,0.001,0,0.001,0.00114553785729945,0.00074701428251921,0.00175629551937876
"38",23,38,NA,30,0.001,0,0.001,0.001243499886955,0.000818918520158068,0.00188779633149526
"39",23,39,NA,30,0.001,0,0.001,0.00115256293600372,0.000735283007878738,0.00180622504710244
"40",23,40,NA,30,0.001,0,0.001,0.00114954540704391,0.000757034462969445,0.0017452119130412
"41",23,41,NA,30,0.001,0,0.001,0.00104264932227821,0.00067991040651746,0.00159860345163115
"42",23,42,NA,30,0.001,0,0.001,0.000946389801264199,0.000588412040230191,0.001521822228816
"43",23,43,NA,30,0.001,0,0.001,0.000761924112362646,0.000459388887010151,0.00126344514682147
"44",23,44,NA,30,0.001,0,0.001,0.00133414864640087,0.000894393975469581,0.00198969083015095
"45",23,45,NA,30,0.001,0,0.001,0.00134069823564148,0.00090607786459742,0.00198338005946986
"46",23,46,NA,30,0.001,0,0.001,0.00106706503761412,0.000688524483407116,0.0016533772456783
"47",23,47,NA,30,0.001,0,0.001,0.00137125141596626,0.000911396720377542,0.00206265155939522
"48",23,48,NA,30,0.001,0,0.001,0.000751879699387924,0.000427050008577147,0.00132345947173143
"49",23,49,NA,30,0.001,0,0.001,0.000877555234359574,0.000545608986676573,0.00141117105603516
"50",23,50,NA,30,0.001,0,0.001,0.000908162106936939,0.000556441233848391,0.00148187255256772
"51",23,51,NA,30,0.001,0,0.001,0.00107591153616963,0.000677971998036591,0.00170702497475891
"52",23,52,NA,30,0.001,0,0.001,0.00101243039541039,0.000637964055858191,0.00160634428014802
"53",23,53,NA,30,0.001,0,0.001,0.00172270405132501,0.00119739850280273,0.00247789241216458
"54",23,54,NA,30,0.001,0,0.001,0.00106032045240834,0.000668145938688629,0.00168229796046608
"55",23,55,NA,30,0.001,0,0.001,0.00084512993874315,0.00051781664285478,0.00137905338341963
"56",23,56,NA,30,0.001,0,0.001,0.000553199337316749,0.000287868232746804,0.0010628288455435
"57",23,57,NA,30,0.001,0,0.001,0.000809061488673754,0.000469842932550775,0.00139284875379772
"58",23,58,NA,30,0.001,0,0.001,0.00102942957491513,0.00064004908036207,0.00165530136574129
"59",23,59,NA,30,0.001,0,0.001,0.00123519173544485,0.000813446215189569,0.00187518828521682
"60",23,60,NA,30,0.001,0,0.001,0.00146405492730239,0.00101758703973764,0.00210599833005082
"61",23,61,NA,30,0.001,0,0.001,0.00112650670273533,0.000726886024707289,0.00174544338987991
"62",23,62,NA,30,0.001,0,0.001,0.000605726872263281,0.000335483005577633,0.00109342397743092
"63",23,63,NA,30,0.001,0,0.001,0.00109999476205354,0.000717313011321261,0.00168649013969042
"64",23,64,NA,30,0.001,0,0.001,0.000853242320822098,0.000530491095254867,0.00137208609294493
"65",23,65,NA,30,0.001,0,0.001,0.000948607778584148,0.000589790860061246,0.00152538852240699
"66",23,66,NA,30,0.001,0,0.001,0.000754489210813954,0.000454905853601681,0.00125111960069417
"67",23,67,NA,30,0.001,0,0.001,0.00043559427553173,0.000207680027555161,0.000913399900716728
"68",23,68,NA,30,0.001,0,0.001,0.000851885506687604,0.000513637760249407,0.00141256596721718
"69",23,69,NA,30,0.001,0,0.001,0.000999875015629871,0.000612643126763342,0.00163146408994038
"70",23,70,NA,30,0.001,0,0.001,0.00103932097696341,0.000654911314847078,0.00164899313230593
"71",23,71,NA,30,0.001,0,0.001,0.00100235849056837,0.000623214926886318,0.00161178858438695
"72",23,72,NA,30,0.001,0,0.001,0.000961711847090957,0.000589256433313386,0.00156921810185201
"73",23,73,NA,30,0.001,0,0.001,0.000697917878341937,0.000396396272718483,0.00122851213195206
"74",23,74,NA,30,0.001,0,0.001,0.00147298648008857,0.00101722355488519,0.0021325162429738
"75",23,75,NA,30,0.001,0,0.001,0.00123798856334388,0.000807312021355451,0.00189798159328747
"76",23,76,NA,30,0.001,0,0.001,0.00116624876091683,0.000752534540470339,0.00180699566849343
"77",23,77,NA,30,0.001,0,0.001,0.000861233717302393,0.000527684274735784,0.00140532344659856
"78",23,78,NA,30,0.001,0,0.001,0.00161618580150874,0.00110857668240172,0.00235567726841693
"79",23,79,NA,30,0.001,0,0.001,0.00081081081081215,0.00048886752905577,0.00134448436702087
"80",23,80,NA,30,0.001,0,0.001,0.00113182820039322,0.000722052935451189,0.00177374394249614
"81",23,81,NA,30,0.001,0,0.001,0.000595495885708404,0.000329816503135781,0.00107495969694239
"82",23,82,NA,30,0.001,0,0.001,0.00098044869948744,0.000609591363517401,0.00157656873759059
"83",23,83,NA,30,0.001,0,0.001,0.000866551126517606,0.000530942599295668,0.00141399749871657
"84",23,84,NA,30,0.001,0,0.001,0.000595915271839631,0.000330049855758572,0.00107571308927392
"85",23,85,NA,30,0.001,0,0.001,0.000951877313591709,0.000599802762784797,0.00151030163962255
"86",23,86,NA,30,0.001,0,0.001,0.00127071530682482,0.000851861689897065,0.00189512528738025
"87",23,87,NA,30,0.001,0,0.001,0.00126724866234881,0.00086919502811181,0.00184725656954771
"88",23,88,NA,30,0.001,0,0.001,0.00123588562440893,0.000813903631451018,0.00187624043630831
"89",23,89,NA,30,0.001,0,0.001,0.00127836369447167,0.000856990001797261,0.00190652741173799
"90",23,90,NA,30,0.001,0,0.001,0.00113662195953647,0.000733413101172793,0.00176111246122598
"91",23,91,NA,30,0.001,0,0.001,0.000900191290682107,0.000551557766517759,0.00146886831513306
"92",23,92,NA,30,0.001,0,0.001,0.0010780379708954,0.000679311909733156,0.00171039803938403
"93",23,93,NA,30,0.001,0,0.001,0.0010875787063539,0.000693819662350419,0.00170442415910511
"94",23,94,NA,30,0.001,0,0.001,0.000630987208626319,0.000349477991674953,0.00113899751269104
"95",23,95,NA,30,0.001,0,0.001,0.00109427148875643,0.000706082069707681,0.00169551736644437
"96",23,96,NA,30,0.001,0,0.001,0.000710227272744052,0.000403388485204683,0.00125017209511912
"97",23,97,NA,30,0.001,0,0.001,0.00117017719826148,0.000763084169315139,0.00179405782949154
"98",23,98,NA,30,0.001,0,0.001,0.00108009777727258,0.00068904649115141,0.00169270462109241
"99",23,99,NA,30,0.001,0,0.001,0.00082626418420434,0.000498186125369047,0.00137010029545058
"100",23,100,NA,30,0.001,0,0.001,0.000989580301531142,0.000615268778857058,0.00159124941978998
"101",23,101,NA,30,0.001,0,0.001,0.00088334345497842,0.000541232699055164,0.00144138901737032
"102",23,102,NA,30,0.001,0,0.001,0.00112905046855673,0.000728526885060464,0.00174938515958655
"103",23,103,NA,30,0.001,0,0.001,0.00101856043458645,0.000641827443078299,0.00161606652707477
"104",23,104,NA,30,0.001,0,0.001,0.000971659919028504,0.000612269860053249,0.00154167927032117
"105",23,105,NA,30,0.001,0,0.001,0.000839580209897358,0.000497304588539699,0.00141709697817581
"106",23,106,NA,30,0.001,0,0.001,0.000822283893519743,0.000503816796615641,0.0013417866410008
"107",23,107,NA,30,0.001,0,0.001,0.00109928257348371,0.000701287667813573,0.00172275822818631
"108",23,108,NA,30,0.001,0,0.001,0.00114410242440778,0.000746078008326058,0.00175409574545023
"109",23,109,NA,30,0.001,0,0.001,0.000757619907939586,0.00043996684628153,0.00130431704505511
"110",23,110,NA,30,0.001,0,0.001,0.000752405008885895,0.000445663383690566,0.00127000280868415
"111",23,111,NA,30,0.001,0,0.001,0.000938555875364599,0.000565900327672065,0.00155622969058884
"112",23,112,NA,30,0.001,0,0.001,0.00119183054336645,0.000784885724616822,0.00180938463104073
"113",23,113,NA,30,0.001,0,0.001,0.00116867939228672,0.000736437387617835,0.00185414927740056
"114",23,114,NA,30,0.001,0,0.001,0.00110292274527525,0.000726326552139595,0.00167445472951898
"115",23,115,NA,30,0.001,0,0.001,0.000842916491121691,0.000499282282234259,0.00142272247770357
"116",23,116,NA,30,0.001,0,0.001,0.00147217031878179,0.00100254747293032,0.00216130244389061
"117",23,117,NA,30,0.001,0,0.001,0.000684931506899661,0.000397751330501981,0.0011792138500064
"118",23,118,NA,30,0.001,0,0.001,0.00100603621740322,0.000649142156022723,0.00155884220024596
"119",23,119,NA,30,0.001,0,0.001,0.00124169615695134,0.000801224487305518,0.00192385007569581
"120",23,120,NA,30,0.001,0,0.001,0.000914169629254337,0.000576039138805253,0.00145049202596528
"121",23,121,NA,30,0.001,0,0.001,0.00097244732577167,0.000612766284357135,0.00154292769346984
"122",23,122,NA,30,0.001,0,0.001,0.00130991366478136,0.000862663483111931,0.00198858038871776
"123",23,123,NA,30,0.001,0,0.001,0.000782023877858863,0.000471510174719158,0.00129676152754407
"124",23,124,NA,30,0.001,0,0.001,0.00120508326029855,0.000793614865049756,0.00182949656942394
"125",23,125,NA,30,0.001,0,0.001,0.00126255984007628,0.000846393663551994,0.00188296654747931
"126",23,126,NA,30,0.001,0,0.001,0.00079034722612445,0.000476530649553242,0.00131055497130403
"127",23,127,NA,30,0.001,0,0.001,0.000874482597801153,0.000527262622931646,0.00145002674317694
"128",23,128,NA,30,0.001,0,0.001,0.00125729229531382,0.000849701006249029,0.00186003621556452
"129",23,129,NA,30,0.001,0,0.001,0.00101478689475217,0.000661738821837403,0.00155589841129416
"130",23,130,NA,30,0.001,0,0.001,0.00081494848362321,0.000482713173188046,0.00137553554053662
"131",23,131,NA,30,0.001,0,0.001,0.000960032337931429,0.000612440831987906,0.0015046028031626
"132",23,132,NA,30,0.001,0,0.001,0.000947347427204185,0.000604347670291012,0.00148472875747677
"133",23,133,NA,30,0.001,0,0.001,0.00101433594806736,0.000611598206623841,0.00168183040508984
"134",23,134,NA,30,0.001,0,0.001,0.000723414516526594,0.000410879034617052,0.00127337752963626
"135",23,135,NA,30,0.001,0,0.001,0.000761241911811939,0.000450897918491788,0.00128491486476435
"136",23,136,NA,30,0.001,0,0.001,0.00148215710865435,0.00100934983718619,0.00217595792271324
"137",23,137,NA,30,0.001,0,0.001,0.00126338587414441,0.000823877027732996,0.00193690242250733
"138",23,138,NA,30,0.001,0,0.001,0.00100194495198513,0.000622958379184378,0.00161112229849963
"139",23,139,NA,30,0.001,0,0.001,0.000664757619153745,0.000386034128352843,0.00114449400552434
"140",23,140,NA,30,0.001,0,0.001,0.000783132530204145,0.000454785228533697,0.00134822131610548
"141",23,141,NA,30,0.001,0,0.001,0.000621504039787351,0.000344221894293966,0.00112189547150491
"142",23,142,NA,30,0.001,0,0.001,0.00124128147536337,0.000809460408986329,0.00190302643618268
"143",23,143,NA,30,0.001,0,0.001,0.00102057259494018,0.00065106717125708,0.00159945078697966
"144",23,144,NA,30,0.001,0,0.001,0.00116502592182677,0.000751743770089679,0.00180510554883929
"145",23,145,NA,30,0.001,0,0.001,0.00115313653136536,0.000744070857719795,0.00178669094228563
"146",23,146,NA,30,0.001,0,0.001,0.000872552762188958,0.000534620837522027,0.00142378595991622
"147",23,147,NA,30,0.001,0,0.001,0.00156470825762188,0.00110061437615302,0.00222405997205252
"148",23,148,NA,30,0.001,0,0.001,0.00132303132938193,0.000894136013058277,0.00195725427842891
"149",23,149,NA,30,0.001,0,0.001,0.00111708069578273,0.000728454395193159,0.00171268158112806
"150",23,150,NA,30,0.001,0,0.001,0.000640801584677737,0.000354912573927443,0.00115671330467682
"151",23,151,NA,30,0.001,0,0.001,0.00115764042681701,0.000769399429164256,0.00174144743894776
