"","scenario","true.pi","dist.of.pi","num.studies","sample.sizes","heterogeneity","bias","bias.prop","RMSE","RMSE.prop","coverage"
"418",418,0.05,"beta",15,"small",0.5,-0.000177240188073779,-0.00354480376147558,0.000115283317589524,0.00230566635179048,0.953
"419",419,0.05,"beta",15,"medium",0.1,-0.000127775393742429,-0.00255550787484858,2.47208237541116e-05,0.000494416475082231,0.955
"420",420,0.05,"beta",15,"medium",0.5,-0.00029297715166124,-0.00585954303322479,2.7457426704436e-05,0.000549148534088721,0.944
"421",421,0.05,"beta",15,"large",0.1,-1.66815448111406e-06,-3.33630896222811e-05,5.09095145209887e-06,0.000101819029041977,0.957
"422",422,0.05,"beta",15,"large",0.5,-2.5793532337827e-05,-0.000515870646756541,5.96717618955549e-06,0.00011934352379111,0.943
"423",423,0.05,"beta",15,"mix",0.1,-0.000400979112665134,-0.00801958225330269,2.89331784292806e-05,0.000578663568585613,0.955
"424",424,0.05,"beta",15,"mix",0.5,-5.10884032261471e-05,-0.00102176806452294,3.55964289534929e-05,0.000711928579069859,0.937
"425",425,0.05,"beta",30,"small",0.1,-0.000195440270248824,-0.00390880540497648,6.11468654077548e-05,0.0012229373081551,0.944
"426",426,0.05,"beta",30,"small",0.5,0.000222993707990999,0.00445987415981998,5.61275372037119e-05,0.00112255074407424,0.951
"427",427,0.05,"beta",30,"medium",0.1,0.000132329351688524,0.00264658703377047,1.33218035479302e-05,0.000266436070958605,0.943
"428",428,0.05,"beta",30,"medium",0.5,0.000170697966484239,0.00341395932968478,1.2574319198716e-05,0.00025148638397432,0.951
"429",429,0.05,"beta",30,"large",0.1,1.72101200266234e-05,0.000344202400532469,2.60268734131078e-06,5.20537468262157e-05,0.958
"430",430,0.05,"beta",30,"large",0.5,1.743656632712e-05,0.000348731326542401,2.82689906011014e-06,5.65379812022027e-05,0.941
"431",431,0.05,"beta",30,"mix",0.1,1.97980065128541e-06,3.95960130257082e-05,1.27095396492539e-05,0.000254190792985078,0.957
"432",432,0.05,"beta",30,"mix",0.5,-0.000163236975985962,-0.00326473951971924,1.33641951334978e-05,0.000267283902669957,0.942
"433",433,0.1,"NA",5,"small",0,-8.09419638199802e-05,-0.000809419638199804,0.000697069785326382,0.00697069785326382,0.952
"434",434,0.1,"NA",5,"medium",0,0.000116882227858804,0.00116882227858804,0.000151172975124986,0.00151172975124986,0.945
"435",435,0.1,"NA",5,"large",0,0.000156453769019707,0.00156453769019707,3.15650979974594e-05,0.000315650979974594,0.954
"436",436,0.1,"NA",5,"mix",0,-5.05827348033676e-05,-0.000505827348033676,0.000107796777248201,0.00107796777248201,0.955
"437",437,0.1,"NA",5,"small",0,0.00136405273253817,0.0136405273253817,0.000690972260032221,0.00690972260032221,0.957
"438",438,0.1,"NA",5,"medium",0,0.000329504612726226,0.00329504612726226,0.000152231507777466,0.00152231507777466,0.948
"439",439,0.1,"NA",5,"large",0,0.000177426531203567,0.00177426531203567,3.25654842512328e-05,0.000325654842512328,0.955
"440",440,0.1,"NA",5,"mix",0,-1.26297591794959e-05,-0.00012629759179496,0.00010021685306829,0.0010021685306829,0.955
"441",441,0.1,"NA",15,"small",0,-0.00021307587728196,-0.0021307587728196,0.000242489464280113,0.00242489464280113,0.945
"442",442,0.1,"NA",15,"medium",0,-2.64854557840636e-05,-0.000264854557840636,4.83878291775345e-05,0.000483878291775345,0.939
"443",443,0.1,"NA",15,"large",0,-3.819393091282e-05,-0.0003819393091282,9.87462905700625e-06,9.87462905700625e-05,0.957
"444",444,0.1,"NA",15,"mix",0,4.07546342937241e-05,0.000407546342937241,5.52262571502227e-05,0.000552262571502227,0.952
"445",445,0.1,"NA",15,"small",0,-0.000690398978630801,-0.00690398978630801,0.000230797307188632,0.00230797307188632,0.956
"446",446,0.1,"NA",15,"medium",0,-4.86288329497656e-05,-0.000486288329497656,4.5501276343809e-05,0.00045501276343809,0.953
"447",447,0.1,"NA",15,"large",0,7.27878995872332e-06,7.27878995872332e-05,1.02768592413038e-05,0.000102768592413038,0.955
"448",448,0.1,"NA",15,"mix",0,0.000322899006174774,0.00322899006174774,5.97193708371278e-05,0.000597193708371278,0.947
"449",449,0.1,"NA",30,"small",0,0.000545141724916844,0.00545141724916844,0.000117611982155181,0.00117611982155181,0.939
"450",450,0.1,"NA",30,"medium",0,0.000327619808305616,0.00327619808305616,2.50283097246374e-05,0.000250283097246374,0.944
"451",451,0.1,"NA",30,"large",0,5.48552869943412e-06,5.48552869943413e-05,4.78233279381862e-06,4.78233279381862e-05,0.954
"452",452,0.1,"NA",30,"mix",0,4.47272248280013e-05,0.000447272248280013,2.49155454131634e-05,0.000249155454131634,0.95
"453",453,0.1,"NA",30,"small",0,8.55434601599555e-05,0.000855434601599555,0.000110149511372414,0.00110149511372414,0.954
"454",454,0.1,"NA",30,"medium",0,0.000215434585131423,0.00215434585131423,2.33706473916429e-05,0.000233706473916429,0.947
"455",455,0.1,"NA",30,"large",0,-1.14792461744466e-05,-0.000114792461744466,5.13229115487644e-06,5.13229115487644e-05,0.942
"456",456,0.1,"NA",30,"mix",0,-0.000334689919953908,-0.00334689919953908,2.46196044397811e-05,0.000246196044397811,0.942
"457",457,0.1,"unif",5,"small",0.1,-0.0023038871076149,-0.023038871076149,0.000722794900244343,0.00722794900244343,0.949
"458",458,0.1,"unif",5,"small",0.5,0.00150132213260452,0.0150132213260452,0.000727246741282948,0.00727246741282948,0.953
"459",459,0.1,"unif",5,"medium",0.1,6.80755272734679e-05,0.000680755272734678,0.000154134673313603,0.00154134673313603,0.944
"460",460,0.1,"unif",5,"medium",0.5,-0.000843431503633167,-0.00843431503633167,0.000156680060689776,0.00156680060689776,0.945
"461",461,0.1,"unif",5,"large",0.1,-0.000125988801222695,-0.00125988801222695,3.40653468555228e-05,0.000340653468555228,0.946
"462",462,0.1,"unif",5,"large",0.5,-0.000169778556579069,-0.00169778556579069,3.4752897567519e-05,0.00034752897567519,0.934
"463",463,0.1,"unif",5,"mix",0.1,-4.312742277893e-05,-0.0004312742277893,0.000113388136445373,0.00113388136445373,0.942
"464",464,0.1,"unif",5,"mix",0.5,0.000610339647514077,0.00610339647514077,0.000119368982544013,0.00119368982544013,0.941
"465",465,0.1,"unif",15,"small",0.1,0.00101582470774943,0.0101582470774942,0.000217681312713682,0.00217681312713682,0.955
"466",466,0.1,"unif",15,"small",0.5,-0.000472220472526954,-0.00472220472526954,0.000223797066121476,0.00223797066121475,0.955
"467",467,0.1,"unif",15,"medium",0.1,-0.000151011238415562,-0.00151011238415562,5.16147113671096e-05,0.000516147113671096,0.94
"468",468,0.1,"unif",15,"medium",0.5,-0.000101582539974125,-0.00101582539974125,4.82154670932549e-05,0.000482154670932549,0.948
"469",469,0.1,"unif",15,"large",0.1,-5.59110354352951e-05,-0.000559110354352951,1.03493164324277e-05,0.000103493164324277,0.951
"470",470,0.1,"unif",15,"large",0.5,4.53720210667365e-05,0.000453720210667365,1.22219155109229e-05,0.000122219155109229,0.931
"471",471,0.1,"unif",15,"mix",0.1,-7.72020160725087e-05,-0.000772020160725087,5.89866783886657e-05,0.000589866783886657,0.945
"472",472,0.1,"unif",15,"mix",0.5,0.000143362709643231,0.00143362709643231,5.92850147701093e-05,0.000592850147701093,0.952
"473",473,0.1,"unif",30,"small",0.1,0.000101549742520704,0.00101549742520704,0.000104689786175502,0.00104689786175502,0.956
"474",474,0.1,"unif",30,"small",0.5,0.000378890504443196,0.00378890504443196,0.000111465417463499,0.00111465417463499,0.94
"475",475,0.1,"unif",30,"medium",0.1,2.24759954835671e-05,0.000224759954835671,2.27804261105618e-05,0.000227804261105618,0.951
"476",476,0.1,"unif",30,"medium",0.5,0.000175687018682588,0.00175687018682588,2.52049527156368e-05,0.000252049527156368,0.942
"477",477,0.1,"unif",30,"large",0.1,4.51884974566761e-05,0.000451884974566761,5.08907685222036e-06,5.08907685222036e-05,0.951
"478",478,0.1,"unif",30,"large",0.5,-2.98955503974296e-05,-0.000298955503974296,6.04617198548673e-06,6.04617198548673e-05,0.932
"479",479,0.1,"unif",30,"mix",0.1,-3.54038711702668e-05,-0.000354038711702667,2.62164515419633e-05,0.000262164515419633,0.933
"480",480,0.1,"unif",30,"mix",0.5,-8.61862100913444e-05,-0.000861862100913444,2.76462825130306e-05,0.000276462825130306,0.932
"481",481,0.1,"beta",5,"small",0.1,0.0012089978610318,0.012089978610318,0.000709044512592842,0.00709044512592842,0.961
"482",482,0.1,"beta",5,"small",0.5,-0.00129110421386613,-0.0129110421386613,0.000732786367901544,0.00732786367901544,0.942
"483",483,0.1,"beta",5,"medium",0.1,0.000368705537799597,0.00368705537799597,0.000142703345663279,0.00142703345663279,0.958
"484",484,0.1,"beta",5,"medium",0.5,0.000274567602922816,0.00274567602922816,0.000147643133896579,0.00147643133896579,0.952
"485",485,0.1,"beta",5,"large",0.1,0.000137895207889579,0.00137895207889578,3.09566060614728e-05,0.000309566060614728,0.955
"486",486,0.1,"beta",5,"large",0.5,3.12205906815309e-06,3.12205906815309e-05,3.77591260416792e-05,0.000377591260416792,0.929
"487",487,0.1,"beta",5,"mix",0.1,-0.000353844072353422,-0.00353844072353422,0.000106598429144333,0.00106598429144333,0.94
"488",488,0.1,"beta",5,"mix",0.5,0.000248909647029834,0.00248909647029834,0.000119901925520779,0.00119901925520779,0.931
"489",489,0.1,"beta",15,"small",0.1,0.000445946859814044,0.00445946859814044,0.000218104957028018,0.00218104957028018,0.956
"490",490,0.1,"beta",15,"small",0.5,-1.87056061616404e-05,-0.000187056061616404,0.000224915799817839,0.00224915799817839,0.944
"491",491,0.1,"beta",15,"medium",0.1,0.000140118050155168,0.00140118050155168,5.15779182473752e-05,0.000515779182473752,0.941
"492",492,0.1,"beta",15,"medium",0.5,0.000232188727709718,0.00232188727709718,4.89862512865097e-05,0.000489862512865097,0.952
"493",493,0.1,"beta",15,"large",0.1,-0.000244727662904452,-0.00244727662904452,1.04592448915024e-05,0.000104592448915024,0.945
"494",494,0.1,"beta",15,"large",0.5,5.8962711138308e-05,0.00058962711138308,1.19911967729241e-05,0.000119911967729241,0.93
"495",495,0.1,"beta",15,"mix",0.1,0.000337808636923912,0.00337808636923912,5.64862949841334e-05,0.000564862949841334,0.957
"496",496,0.1,"beta",15,"mix",0.5,0.00020818964428603,0.0020818964428603,6.7034262367081e-05,0.00067034262367081,0.923
"497",497,0.1,"beta",30,"small",0.1,-0.000877202068231011,-0.00877202068231011,0.000108463547458951,0.00108463547458951,0.949
"498",498,0.1,"beta",30,"small",0.5,-0.00040114852328406,-0.0040114852328406,0.000101218839793441,0.00101218839793441,0.963
"499",499,0.1,"beta",30,"medium",0.1,-7.56213432536249e-05,-0.000756213432536249,2.25209281966199e-05,0.000225209281966199,0.957
"500",500,0.1,"beta",30,"medium",0.5,8.11717376347241e-05,0.000811717376347241,2.31968259263872e-05,0.000231968259263872,0.96
"501",501,0.1,"beta",30,"large",0.1,-8.32227103843552e-05,-0.000832227103843552,5.06862622021644e-06,5.06862622021644e-05,0.947
"502",502,0.1,"beta",30,"large",0.5,5.26905059949005e-05,0.000526905059949005,5.95782733474075e-06,5.95782733474075e-05,0.929
"503",503,0.1,"beta",30,"mix",0.1,2.68463359592608e-05,0.000268463359592608,2.46646190489951e-05,0.000246646190489951,0.953
"504",504,0.1,"beta",30,"mix",0.5,-0.000299115424485964,-0.00299115424485964,2.79871780923638e-05,0.000279871780923638,0.938
"505",505,0.2,"NA",5,"small",0,-0.000700111357039338,-0.00350055678519669,0.00129183967803997,0.00645919839019984,0.947
"506",506,0.2,"NA",5,"medium",0,7.49322352155044e-05,0.000374661176077522,0.00022785020548667,0.00113925102743335,0.96
"507",507,0.2,"NA",5,"large",0,0.00046611141545142,0.0023305570772571,5.2583463546711e-05,0.000262917317733555,0.952
"508",508,0.2,"NA",5,"mix",0,0.000714819636096391,0.00357409818048196,0.000190658260609015,0.000953291303045076,0.961
"509",509,0.2,"NA",5,"small",0,-0.000107655495542401,-0.000538277477712005,0.00132634763747872,0.00663173818739359,0.954
"510",510,0.2,"NA",5,"medium",0,-0.00019512728730644,-0.0009756364365322,0.000253479933313844,0.00126739966656922,0.951
"511",511,0.2,"NA",5,"large",0,9.32759838479888e-05,0.000466379919239944,5.31694171331314e-05,0.000265847085665657,0.958
"512",512,0.2,"NA",5,"mix",0,0.00034859847413904,0.0017429923706952,0.000194523524360992,0.000972617621804962,0.951
"513",513,0.2,"NA",15,"small",0,-0.000437625835936247,-0.00218812917968123,0.000366454999101192,0.00183227499550596,0.968
"514",514,0.2,"NA",15,"medium",0,0.000440991604400992,0.00220495802200496,8.86284460442121e-05,0.00044314223022106,0.955
"515",515,0.2,"NA",15,"large",0,0.000154915193981341,0.000774575969906705,1.58657035553026e-05,7.93285177765131e-05,0.964
"516",516,0.2,"NA",15,"mix",0,-0.000592957752582241,-0.0029647887629112,0.000101689001428069,0.000508445007140345,0.953
"517",517,0.2,"NA",15,"small",0,7.6656423336554e-05,0.00038328211668277,0.000406727877180946,0.00203363938590473,0.953
"518",518,0.2,"NA",15,"medium",0,0.000416178679407633,0.00208089339703816,7.60918027394226e-05,0.000380459013697113,0.968
"519",519,0.2,"NA",15,"large",0,-0.000130880133885373,-0.000654400669426865,1.61198430199928e-05,8.05992150999642e-05,0.967
"520",520,0.2,"NA",15,"mix",0,-0.000172106723231349,-0.000860533616156744,0.000108403781274455,0.000542018906372274,0.944
"521",521,0.2,"NA",30,"small",0,-0.000158349657048576,-0.000791748285242881,0.000198734251918342,0.000993671259591712,0.951
"522",522,0.2,"NA",30,"medium",0,8.07313162686113e-05,0.000403656581343056,4.15760810688039e-05,0.000207880405344019,0.95
"523",523,0.2,"NA",30,"large",0,2.94617559483003e-05,0.000147308779741502,8.99591281200805e-06,4.49795640600402e-05,0.954
"524",524,0.2,"NA",30,"mix",0,4.29931282409396e-06,2.14965641204698e-05,4.66527967512617e-05,0.000233263983756309,0.937
"525",525,0.2,"NA",30,"small",0,-0.000149814971337332,-0.00074907485668666,0.00019287367518135,0.000964368375906749,0.948
"526",526,0.2,"NA",30,"medium",0,-9.32584207488677e-05,-0.000466292103744339,4.50368909393546e-05,0.000225184454696773,0.952
"527",527,0.2,"NA",30,"large",0,0.000146506941547967,0.000732534707739835,8.77646500872531e-06,4.38823250436265e-05,0.952
"528",528,0.2,"NA",30,"mix",0,0.000167440922488169,0.000837204612440847,4.12903753434529e-05,0.000206451876717264,0.959
"529",529,0.2,"unif",5,"small",0.1,0.00157188035901835,0.00785940179509175,0.00118734684729426,0.00593673423647131,0.957
"530",530,0.2,"unif",5,"small",0.5,-0.00035911838863771,-0.00179559194318855,0.00128327801047297,0.00641639005236483,0.95
"531",531,0.2,"unif",5,"medium",0.1,0.00024533412512286,0.0012266706256143,0.000261130197009452,0.00130565098504726,0.949
"532",532,0.2,"unif",5,"medium",0.5,-0.000667177103956876,-0.00333588551978438,0.00034062107593869,0.00170310537969345,0.912
"533",533,0.2,"unif",5,"large",0.1,-0.000308461794460299,-0.00154230897230149,6.0748088496979e-05,0.000303740442484895,0.928
"534",534,0.2,"unif",5,"large",0.5,8.30536472632454e-05,0.000415268236316227,0.000145313525722584,0.000726567628612919,0.768
"535",535,0.2,"unif",5,"mix",0.1,0.000488572963488508,0.00244286481744254,0.000198266900461546,0.000991334502307729,0.936
"536",536,0.2,"unif",5,"mix",0.5,0.000530036559348934,0.00265018279674467,0.000374634174367552,0.00187317087183776,0.804
"537",537,0.2,"unif",15,"small",0.1,-0.00053192220766365,-0.00265961103831825,0.000383591443506962,0.00191795721753481,0.965
"538",538,0.2,"unif",15,"small",0.5,-9.30762287975377e-05,-0.000465381143987689,0.000424128593072843,0.00212064296536422,0.939
"539",539,0.2,"unif",15,"medium",0.1,-3.6509442126958e-05,-0.00018254721063479,8.71257520160015e-05,0.000435628760080007,0.953
"540",540,0.2,"unif",15,"medium",0.5,-0.00037047143292548,-0.0018523571646274,0.000119103466566902,0.000595517332834511,0.904
"541",541,0.2,"unif",15,"large",0.1,5.94091936814468e-05,0.000297045968407234,1.98592194337154e-05,9.92960971685768e-05,0.937
"542",542,0.2,"unif",15,"large",0.5,-0.00015776694236265,-0.000788834711813249,5.17718244674949e-05,0.000258859122337474,0.754
"543",543,0.2,"unif",15,"mix",0.1,0.000120899773312372,0.00060449886656186,0.000110101387496247,0.000550506937481233,0.948
"544",544,0.2,"unif",15,"mix",0.5,-0.000235913794875052,-0.00117956897437526,0.000190066856714231,0.000950334283571156,0.85
"545",545,0.2,"unif",30,"small",0.1,0.000245652597147951,0.00122826298573975,0.000190308104805601,0.000951540524028003,0.954
"546",546,0.2,"unif",30,"small",0.5,-0.00113784453840202,-0.00568922269201012,0.000210006437287899,0.0010500321864395,0.946
"547",547,0.2,"unif",30,"medium",0.1,0.000466596820913983,0.00233298410456991,4.32661107348217e-05,0.000216330553674109,0.949
"548",548,0.2,"unif",30,"medium",0.5,0.000111124341720715,0.000555621708603575,5.26803238528663e-05,0.000263401619264332,0.916
"549",549,0.2,"unif",30,"large",0.1,3.72308504770834e-05,0.000186154252385417,9.6291886001035e-06,4.81459430005175e-05,0.937
"550",550,0.2,"unif",30,"large",0.5,5.96051816625192e-05,0.000298025908312596,2.47089620162891e-05,0.000123544810081445,0.755
"551",551,0.2,"unif",30,"mix",0.1,2.1094151223869e-05,0.000105470756119345,4.57987222017249e-05,0.000228993611008624,0.943
"552",552,0.2,"unif",30,"mix",0.5,-0.00056678277978554,-0.0028339138989277,8.43903437787885e-05,0.000421951718893942,0.844
"553",553,0.2,"beta",5,"small",0.1,0.000221391280851277,0.00110695640425638,0.00125416488951594,0.00627082444757969,0.945
"554",554,0.2,"beta",5,"small",0.5,0.000544944600429183,0.00272472300214591,0.00131721260237265,0.00658606301186326,0.946
"555",555,0.2,"beta",5,"medium",0.1,0.000254712235355192,0.00127356117677596,0.00025932852487894,0.0012966426243947,0.95
"556",556,0.2,"beta",5,"medium",0.5,0.000144628537266576,0.000723142686332881,0.000364512363793875,0.00182256181896937,0.902
"557",557,0.2,"beta",5,"large",0.1,-6.00819797096347e-05,-0.000300409898548173,5.92864624534052e-05,0.000296432312267026,0.941
"558",558,0.2,"beta",5,"large",0.5,0.000145281011070727,0.000726405055353636,0.000142736875754807,0.000713684378774035,0.789
"559",559,0.2,"beta",5,"mix",0.1,0.000116529146433455,0.000582645732167274,0.000191266522657306,0.00095633261328653,0.944
"560",560,0.2,"beta",5,"mix",0.5,-1.68578391349578e-05,-8.4289195674789e-05,0.000408397692314335,0.00204198846157167,0.81
"561",561,0.2,"beta",15,"small",0.1,0.00140923380567765,0.00704616902838825,0.000399039342683198,0.00199519671341599,0.949
"562",562,0.2,"beta",15,"small",0.5,-0.000404833545625462,-0.00202416772812731,0.000429618282821592,0.00214809141410796,0.942
"563",563,0.2,"beta",15,"medium",0.1,-0.000646366571506311,-0.00323183285753155,9.72688287343548e-05,0.000486344143671774,0.94
"564",564,0.2,"beta",15,"medium",0.5,-0.000675201600199975,-0.00337600800099987,0.000122859349273354,0.00061429674636677,0.911
"565",565,0.2,"beta",15,"large",0.1,2.74316786439579e-05,0.00013715839321979,1.92916107508962e-05,9.64580537544808e-05,0.941
"566",566,0.2,"beta",15,"large",0.5,0.000346473573425827,0.00173236786712913,4.60829110352951e-05,0.000230414555176475,0.767
"567",567,0.2,"beta",15,"mix",0.1,-0.000460386391264199,-0.00230193195632099,0.000103159686721458,0.000515798433607291,0.959
"568",568,0.2,"beta",15,"mix",0.5,-0.000427727499873721,-0.0021386374993686,0.000181985021179862,0.000909925105899308,0.849
"569",569,0.2,"beta",30,"small",0.1,-0.000621396514542294,-0.00310698257271147,0.000196994956673924,0.000984974783369618,0.956
"570",570,0.2,"beta",30,"small",0.5,-8.91380117658951e-05,-0.000445690058829475,0.000196490836929868,0.00098245418464934,0.946
"571",571,0.2,"beta",30,"medium",0.1,-0.000106364826379684,-0.000531824131898422,4.26071182971532e-05,0.000213035591485766,0.954
"572",572,0.2,"beta",30,"medium",0.5,0.000106670896754576,0.000533354483772878,5.25609610545323e-05,0.000262804805272662,0.929
"573",573,0.2,"beta",30,"large",0.1,-0.000107939849067896,-0.000539699245339481,8.83273831113899e-06,4.4163691555695e-05,0.947
"574",574,0.2,"beta",30,"large",0.5,-9.72995505177271e-06,-4.86497752588635e-05,2.43966900749049e-05,0.000121983450374524,0.758
"575",575,0.2,"beta",30,"mix",0.1,-8.33384316280807e-05,-0.000416692158140404,4.55191040672005e-05,0.000227595520336003,0.936
"576",576,0.2,"beta",30,"mix",0.5,-0.00028346111205782,-0.0014173055602891,8.46032782770958e-05,0.000423016391385479,0.842
"577",577,0.3,"NA",5,"small",0,-0.00135817212163388,-0.00452724040544628,0.00169855261627957,0.00566184205426524,0.947
"578",578,0.3,"NA",5,"medium",0,-8.64867749567226e-05,-0.000288289249855742,0.000328293009527826,0.00109431003175942,0.962
"579",579,0.3,"NA",5,"large",0,-4.46149786071232e-05,-0.000148716595357077,7.74206165140452e-05,0.000258068721713484,0.945
"580",580,0.3,"NA",5,"mix",0,-0.000526052681311438,-0.0017535089377048,0.000249311098536046,0.000831036995120152,0.946
"581",581,0.3,"NA",5,"small",0,0.00075406239623407,0.00251354132078023,0.00151719724565382,0.0050573241521794,0.953
"582",582,0.3,"NA",5,"medium",0,0.000674470507849628,0.00224823502616543,0.000353795464767881,0.00117931821589294,0.943
"583",583,0.3,"NA",5,"large",0,0.000701523403200002,0.00233841134400001,7.50182492521269e-05,0.000250060830840423,0.945
"584",584,0.3,"NA",5,"mix",0,-4.30079979612923e-05,-0.000143359993204308,0.000254404878205203,0.000848016260684009,0.944
"585",585,0.3,"NA",15,"small",0,-0.000892359225080078,-0.00297453075026693,0.000529618966000332,0.00176539655333444,0.953
"586",586,0.3,"NA",15,"medium",0,-3.85185556044799e-05,-0.000128395185348266,0.000122194639689705,0.000407315465632348,0.942
"587",587,0.3,"NA",15,"large",0,-8.04900660238194e-05,-0.000268300220079398,2.23151850847392e-05,7.43839502824642e-05,0.962
"588",588,0.3,"NA",15,"mix",0,0.000570974809752884,0.00190324936584295,0.000135525453206524,0.000451751510688413,0.947
"589",589,0.3,"NA",15,"small",0,0.000508071712043807,0.00169357237347936,0.000501965313960766,0.00167321771320255,0.953
"590",590,0.3,"NA",15,"medium",0,-0.000299764483167737,-0.000999214943892458,0.000121052818917491,0.000403509396391638,0.946
"591",591,0.3,"NA",15,"large",0,0.000116859223772879,0.000389530745909596,2.4312772026535e-05,8.10425734217833e-05,0.95
"592",592,0.3,"NA",15,"mix",0,0.000610970410376847,0.00203656803458949,0.000143329942601647,0.000477766475338824,0.942
"593",593,0.3,"NA",30,"small",0,0.000315343127407703,0.00105114375802568,0.000251673927902251,0.000838913093007503,0.955
"594",594,0.3,"NA",30,"medium",0,0.000190019343067082,0.000633397810223608,5.43961585810716e-05,0.000181320528603572,0.948
"595",595,0.3,"NA",30,"large",0,-1.19516568629758e-05,-3.98388562099194e-05,1.2169454205663e-05,4.05648473522099e-05,0.95
"596",596,0.3,"NA",30,"mix",0,0.000147079693436097,0.00049026564478699,6.13941258667896e-05,0.000204647086222632,0.95
"597",597,0.3,"NA",30,"small",0,2.1502857548504e-05,7.16761918283466e-05,0.000269759112622191,0.000899197042073971,0.943
"598",598,0.3,"NA",30,"medium",0,0.000384477988955902,0.00128159329651967,5.00288012915262e-05,0.000166762670971754,0.958
"599",599,0.3,"NA",30,"large",0,-8.81029915436315e-07,-2.93676638478774e-06,1.11444820149436e-05,3.71482733831452e-05,0.954
"600",600,0.3,"NA",30,"mix",0,9.81332210535186e-05,0.000327110736845062,5.8861873351333e-05,0.000196206244504443,0.945
"601",601,0.3,"unif",5,"small",0.1,0.00289574907407254,0.00965249691357513,0.00166720281492243,0.00555734271640812,0.949
"602",602,0.3,"unif",5,"small",0.5,0.000708129334387631,0.00236043111462544,0.00215327044158388,0.00717756813861295,0.916
"603",603,0.3,"unif",5,"medium",0.1,0.00140505350842709,0.00468351169475697,0.000344761922027435,0.00114920640675812,0.937
"604",604,0.3,"unif",5,"medium",0.5,-0.000143859265637794,-0.000479530885459315,0.000806764046601138,0.00268921348867046,0.793
"605",605,0.3,"unif",5,"large",0.1,4.42501982088911e-06,1.47500660696304e-05,8.86045984522396e-05,0.000295348661507465,0.925
"606",606,0.3,"unif",5,"large",0.5,-0.000994949523576638,-0.00331649841192213,0.000523133598590272,0.00174377866196757,0.513
"607",607,0.3,"unif",5,"mix",0.1,6.7113657291389e-05,0.000223712190971297,0.000306894523820029,0.00102298174606676,0.928
"608",608,0.3,"unif",5,"mix",0.5,0.00236130169482083,0.00787100564940277,0.00123929437551382,0.00413098125171272,0.556
"609",609,0.3,"unif",15,"small",0.1,0.000731386453488096,0.00243795484496032,0.000471661581998738,0.00157220527332913,0.961
"610",610,0.3,"unif",15,"small",0.5,0.000916992974375296,0.00305664324791765,0.000698327125188742,0.00232775708396247,0.911
"611",611,0.3,"unif",15,"medium",0.1,0.00011988072412074,0.000399602413735799,0.00011811804519753,0.000393726817325099,0.95
"612",612,0.3,"unif",15,"medium",0.5,-0.000121849037738504,-0.000406163459128346,0.000292135320231941,0.000973784400773138,0.771
"613",613,0.3,"unif",15,"large",0.1,0.000149103245389733,0.000497010817965776,3.22074670088128e-05,0.000107358223362709,0.899
"614",614,0.3,"unif",15,"large",0.5,0.000517636794357645,0.00172545598119215,0.000177085313160371,0.000590284377201238,0.528
"615",615,0.3,"unif",15,"mix",0.1,0.000421666587302005,0.00140555529100668,0.000156547941418694,0.000521826471395646,0.927
"616",616,0.3,"unif",15,"mix",0.5,-0.000228630190115679,-0.000762100633718931,0.000506669389166477,0.00168889796388826,0.671
"617",617,0.3,"unif",30,"small",0.1,-0.000399835536443526,-0.00133278512147842,0.000261698527467362,0.000872328424891208,0.942
"618",618,0.3,"unif",30,"small",0.5,-5.01628634763559e-05,-0.000167209544921186,0.000307616795743944,0.00102538931914648,0.921
"619",619,0.3,"unif",30,"medium",0.1,0.000351791372900297,0.00117263790966766,6.14016450896539e-05,0.000204672150298846,0.939
"620",620,0.3,"unif",30,"medium",0.5,-0.00062700387501117,-0.0020900129167039,0.000127723812855152,0.000425746042850506,0.812
"621",621,0.3,"unif",30,"large",0.1,0.000131250660907165,0.000437502203023884,1.40558482115532e-05,4.6852827371844e-05,0.929
"622",622,0.3,"unif",30,"large",0.5,6.71727989236525e-05,0.000223909329745509,8.89494351780459e-05,0.000296498117260153,0.539
"623",623,0.3,"unif",30,"mix",0.1,-1.82109222620199e-05,-6.07030742067329e-05,6.56658775966796e-05,0.000218886258655599,0.934
"624",624,0.3,"unif",30,"mix",0.5,-0.000258357006889254,-0.000861190022964179,0.000247933363248026,0.000826444544160086,0.634
"625",625,0.3,"beta",5,"small",0.1,2.19531794910722e-05,7.31772649702408e-05,0.00162170216064872,0.00540567386882906,0.953
"626",626,0.3,"beta",5,"small",0.5,-0.00262051298672041,-0.00873504328906802,0.00220732867317545,0.00735776224391816,0.914
"627",627,0.3,"beta",5,"medium",0.1,-0.000751403220128319,-0.00250467740042773,0.000348560691687026,0.00116186897229009,0.949
"628",628,0.3,"beta",5,"medium",0.5,0.00144284049652394,0.00480946832174648,0.000807302725550902,0.00269100908516967,0.786
"629",629,0.3,"beta",5,"large",0.1,3.16635120006002e-05,0.000105545040002001,9.24064980045892e-05,0.000308021660015297,0.909
"630",630,0.3,"beta",5,"large",0.5,-0.00085029257568358,-0.00283430858561193,0.0005193272918683,0.00173109097289433,0.543
"631",631,0.3,"beta",5,"mix",0.1,0.000499835824340223,0.00166611941446741,0.000305544076217456,0.00101848025405819,0.932
"632",632,0.3,"beta",5,"mix",0.5,0.00100183198716744,0.00333943995722481,0.00128603370496328,0.00428677901654426,0.61
