"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",86,1,NA,15,0.002,0,0.002,0.00119760479041928,0.000299538642828016,0.00477535930039214
"2",86,2,NA,15,0.002,0,0.002,0.00158562369963689,0.000511535225206637,0.00490394791894603
"3",86,3,NA,15,0.002,0,0.002,0.00222098834129129,0.000833840935874504,0.00590211251117457
"4",86,4,NA,15,0.002,0,0.002,0.00320000001467796,0.00143838301371666,0.00710375692156573
"5",86,5,NA,15,0.002,0,0.002,0.00220264317357063,0.000826952864020889,0.00585347744315985
"6",86,6,NA,15,0.002,0,0.002,0.000575043129304832,8.1001791973618e-05,0.0040700471901292
"7",86,7,NA,15,0.002,0,0.002,0.00114613180515792,0.00028666371322393,0.00457065477861688
"8",86,8,NA,15,0.002,0,0.002,0.001155401502022,0.000288982247605253,0.00460752470001124
"9",86,9,NA,15,0.002,0,0.002,0.00436893203883536,0.00227474219958181,0.00837490691091647
"10",86,10,NA,15,0.002,0,0.002,0.00178041543026706,0.00057433629543185,0.00550525265252462
"11",86,11,NA,15,0.002,0,0.002,0.00116346713205353,0.000290999680864287,0.00463960328705788
"12",86,12,NA,15,0.002,0,0.002,0.0024260067946926,0.00101014555034687,0.00581484556633937
"13",86,13,NA,15,0.002,0,0.002,0.00245579568019402,0.00102255571640888,0.00588606462466802
"14",86,14,NA,15,0.002,0,0.002,0.0020671834651157,0.000776085954876206,0.00549434201120356
"15",86,15,NA,15,0.002,0,0.002,0.00104004160166432,0.000260127478798244,0.00414859066323584
"16",86,16,NA,15,0.002,0,0.002,0.00168918919669933,0.000544931522222029,0.0052236232871254
"17",86,17,NA,15,0.002,0,0.002,0.00196270854129717,0.000736855952441881,0.00521727340508988
"18",86,18,NA,15,0.002,0,0.002,0.000566893425725563,7.98551531363677e-05,0.00401246863578485
"19",86,19,NA,15,0.002,0,0.002,0.00472193074501681,0.00245866895563637,0.00904967706480634
"20",86,20,NA,15,0.002,0,0.002,0.0020481310822423,0.000768928308272746,0.00544384429918166
"21",86,21,NA,15,0.002,0,0.002,0.00169395821811806,0.000546457677862471,0.00523845307144054
"22",86,22,NA,15,0.002,0,0.002,0.00104275286757103,0.00026080571538451,0.00415937841630848
"23",86,23,NA,15,0.002,0,0.002,0.00247770069382704,0.00103166338981518,0.00593853609987009
"24",86,24,NA,15,0.002,0,0.002,0.0028735632184782,0.00129154240760075,0.00638103285246917
"25",86,25,NA,15,0.002,0,0.002,0.00218579235013953,0.000820616311590303,0.0058088697678611
"26",86,26,NA,15,0.002,0,0.002,0.000572737693782615,8.06851581721033e-05,0.00405337250352896
"27",86,27,NA,15,0.002,0,0.002,0.00207146556188504,0.00077767501765037,0.0055058297218559
"28",86,28,NA,15,0.002,0,0.002,0.00103199174406615,0.000258113942628202,0.00411655782767394
"29",86,29,NA,15,0.002,0,0.002,0.0014292520247737,0.000461037976912724,0.00442179252502481
"30",86,30,NA,15,0.002,0,0.002,0.00243753808674277,0.000915157926226219,0.00647600697613587
"31",86,31,NA,15,0.002,0,0.002,0.0037037037037053,0.00185326787821182,0.00738807202346703
"32",86,32,NA,15,0.002,0,0.002,0.00050607287651618,7.12890746737547e-05,0.00358305084202978
