"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",495,1,"beta",15,0.1,0.1,0.100349209634262,0.104060913705584,0.0913287962752114,0.118336854572681
"2",495,2,"beta",15,0.1,0.1,0.0995299975270212,0.0995821727019547,0.0851300491366929,0.116176207002281
"3",495,3,"beta",15,0.1,0.1,0.101203210879456,0.109615384615388,0.0950465911633999,0.126106104357988
"4",495,4,"beta",15,0.1,0.1,0.0993216358252121,0.102584814216478,0.0868736965054605,0.120761518048071
"5",495,5,"beta",15,0.1,0.1,0.10004990270075,0.104534606205251,0.0921396960072515,0.118379498175764
"6",495,6,"beta",15,0.1,0.1,0.100698916560436,0.105645161290323,0.0897173282143237,0.12401547394714
"7",495,7,"beta",15,0.1,0.1,0.098807205369494,0.107752956636005,0.0931363578800468,0.124348911478408
"8",495,8,"beta",15,0.1,0.1,0.0989868339159863,0.0935601458080195,0.0804085172781519,0.108608801952372
"9",495,9,"beta",15,0.1,0.1,0.0985653909489778,0.103448275862069,0.0875526316885913,0.121844482067687
"10",495,10,"beta",15,0.1,0.1,0.10023889298716,0.101574803149606,0.0861239828830492,0.1194352692012
"11",495,11,"beta",15,0.1,0.1,0.0991377670579466,0.0881494454173977,0.0756150157269939,0.102531197899727
"12",495,12,"beta",15,0.1,0.1,0.100843591596178,0.101483679525225,0.0879467427087672,0.116837327639919
"13",495,13,"beta",15,0.1,0.1,0.0998658517506973,0.110462287104623,0.0976197728062472,0.124760729388926
"14",495,14,"beta",15,0.1,0.1,0.09901947953981,0.102446483180428,0.0897857366991104,0.116663704984469
"15",495,15,"beta",15,0.1,0.1,0.0984487863082447,0.108522378908646,0.0943233780833544,0.12456485047043
"16",495,16,"beta",15,0.1,0.1,0.101488806090433,0.0994639666468138,0.0860365991444257,0.114723845529471
"17",495,17,"beta",15,0.1,0.1,0.10102918037038,0.0943894389438946,0.080660211195459,0.11017547363276
"18",495,18,"beta",15,0.1,0.1,0.101794360924083,0.10049191848208,0.0859135045498514,0.117226853250976
"19",495,19,"beta",15,0.1,0.1,0.0991331730730041,0.0932370321733421,0.0796243596150286,0.108901577232499
"20",495,20,"beta",15,0.1,0.1,0.0988272922523627,0.0984898227183243,0.0845042742741995,0.114500505934995
"21",495,21,"beta",15,0.1,0.1,0.0996620788124451,0.0967948717948742,0.0830824223169641,0.112492849405262
"22",495,22,"beta",15,0.1,0.1,0.100864121359181,0.101123595505618,0.0882514484082525,0.115635124039687
"23",495,23,"beta",15,0.1,0.1,0.100111685368098,0.0976744186046517,0.0836685160760477,0.11373387163438
"24",495,24,"beta",15,0.1,0.1,0.0998943394723487,0.0814249363868006,0.0671160448343288,0.0984624506737215
"25",495,25,"beta",15,0.1,0.1,0.0991862064860028,0.0951733514615909,0.0811976643650292,0.111263229814063
"26",495,26,"beta",15,0.1,0.1,0.101287737489311,0.0863787375415283,0.0732016896302005,0.101667584893299
"27",495,27,"beta",15,0.1,0.1,0.0976834660306386,0.103110599078348,0.0896580965097063,0.118319203688879
"28",495,28,"beta",15,0.1,0.1,0.0991838535258828,0.111876075731498,0.097911065202792,0.127551274607813
"29",495,29,"beta",15,0.1,0.1,0.101094948908721,0.109355246523388,0.0948983865570825,0.125708586619358
"30",495,30,"beta",15,0.1,0.1,0.0997518458653309,0.0916245081506465,0.0790713752828151,0.105941280657053
"31",495,31,"beta",15,0.1,0.1,0.100598302539203,0.0985381700054141,0.0857560832628819,0.112989988385549
"32",495,32,"beta",15,0.1,0.1,0.101545600777307,0.113163972286374,0.097046420421981,0.131568305028227
"33",495,33,"beta",15,0.1,0.1,0.100273791134163,0.101808439383791,0.0874614382586559,0.118204043768735
"34",495,34,"beta",15,0.1,0.1,0.100611822446592,0.0978907517577069,0.0851561115556414,0.112296026618336
