"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",212,1,"beta",30,0.005,0.5,0.0049944519524407,0.00486092357548054,0.0030646616769714,0.00770187823463017
"2",212,2,"beta",30,0.005,0.5,0.00499221675045297,0.00419580419581212,0.00264508011738016,0.00664960570314378
"3",212,3,"beta",30,0.005,0.5,0.00499652913385227,0.00553097345132779,0.00357103148635713,0.0085573811206986
"4",212,4,"beta",30,0.005,0.5,0.00498447181999223,0.00486057815298066,0.00310241030384226,0.00760751431522763
"5",212,5,"beta",30,0.005,0.5,0.00500021534262312,0.00451287496700928,0.00280726619897083,0.00724722799824286
"6",212,6,"beta",30,0.005,0.5,0.00500106103087948,0.00530133928572462,0.00338394600166451,0.00829611194957172
"7",212,7,"beta",30,0.005,0.5,0.00502201176912359,0.00501919102451242,0.00312244111868713,0.00805882124638637
"8",212,8,"beta",30,0.005,0.5,0.00503533842121194,0.00431965442770132,0.00264799148446574,0.00703918104317438
"9",212,9,"beta",30,0.005,0.5,0.00500826340468127,0.00623644251626935,0.00414767757401748,0.00936721231916441
"10",212,10,"beta",30,0.005,0.5,0.00500195318695874,0.00318386840016985,0.00180901282021661,0.00559775898793044
"11",212,11,"beta",30,0.005,0.5,0.00501477359439549,0.00542075374291137,0.00353694867009275,0.00829953064450694
"12",212,12,"beta",30,0.005,0.5,0.00499326166686822,0.0056580565805684,0.00376272387814703,0.00849994730855335
"13",212,13,"beta",30,0.005,0.5,0.00498132358300554,0.00358422939068405,0.00216192783279027,0.0059366758506367
"14",212,14,"beta",30,0.005,0.5,0.00500640467399127,0.00382096069869314,0.00226423659585153,0.00644106541314821
"15",212,15,"beta",30,0.005,0.5,0.0050081758715122,0.00478011472275785,0.00308593043420662,0.00739750903219459
"16",212,16,"beta",30,0.005,0.5,0.00500170490944613,0.00352733686105705,0.0020901577745621,0.00594682214470343
"17",212,17,"beta",30,0.005,0.5,0.00500183124930687,0.00513236088619859,0.0032760124958407,0.00803213002672124
"18",212,18,"beta",30,0.005,0.5,0.00499541876890315,0.00569259962050638,0.00371445950443964,0.00871498563517087
"19",212,19,"beta",30,0.005,0.5,0.00500093890438726,0.00349274583559788,0.00202913356254678,0.00600570723761782
"20",212,20,"beta",30,0.005,0.5,0.00500265561934434,0.00521134916039696,0.00328575494188269,0.00825607716246874
"21",212,21,"beta",30,0.005,0.5,0.00500578737026736,0.00728407908428806,0.0050339270720681,0.0105293988837352
