"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",92,1,NA,30,0.002,0,0.002,0.00140016802016281,0.000582907838928301,0.00335940820960284
"2",92,2,NA,30,0.002,0,0.002,0.00135943447659095,0.00056595738130381,0.0032617426361076
"3",92,3,NA,30,0.002,0,0.002,0.00254629629673229,0.00141068868293225,0.00459186697295225
"4",92,4,NA,30,0.002,0,0.002,0.00116550116552807,0.000437503537998002,0.00310111484618421
"5",92,5,NA,30,0.002,0,0.002,0.00207792209191594,0.00103953721682505,0.00414923257489819
"6",92,6,NA,30,0.002,0,0.002,0.00161160354553372,0.000724206795892866,0.00358246134474972
"7",92,7,NA,30,0.002,0,0.002,0.00148957298907871,0.000669357311397629,0.00331153229229213
"8",92,8,NA,30,0.002,0,0.002,0.00244926522043387,0.00116808535661587,0.00512845425624695
"9",92,9,NA,30,0.002,0,0.002,0.00190799236803053,0.00099304664970636,0.00366283454736403
"10",92,10,NA,30,0.002,0,0.002,0.00213732300293888,0.00106922103955227,0.00426785042228409
"11",92,11,NA,30,0.002,0,0.002,0.0030478512714814,0.00164070496399016,0.00565499705160738
"12",92,12,NA,30,0.002,0,0.002,0.00199104031856645,0.000996018946323008,0.00397613017555137
"13",92,13,NA,30,0.002,0,0.002,0.00148038490007403,0.000665227174147606,0.00329113298836641
"14",92,14,NA,30,0.002,0,0.002,0.00326916091536505,0.00170184459839662,0.00627083263812429
"15",92,15,NA,30,0.002,0,0.002,0.00278551532237542,0.00154328456000666,0.00502262073953138
"16",92,16,NA,30,0.002,0,0.002,0.00165328294757101,0.000788375985085048,0.00346376778571556
"17",92,17,NA,30,0.002,0,0.002,0.00222222222222246,0.00105976903446869,0.00465382180034361
"18",92,18,NA,30,0.002,0,0.002,0.00156445556946192,0.000651318310327333,0.00375298810935681
"19",92,19,NA,30,0.002,0,0.002,0.0015015015015059,0.00062510394419636,0.00360218218366991
"20",92,20,NA,30,0.002,0,0.002,0.00248632521133764,0.00133828518230621,0.00461465380687416
"21",92,21,NA,30,0.002,0,0.002,0.0021624219125421,0.00112551272306573,0.00415064238118801
"22",92,22,NA,30,0.002,0,0.002,0.00108873162840378,0.000408687783030012,0.00289706784285756
"23",92,23,NA,30,0.002,0,0.002,0.00156985871271696,0.000705443038739339,0.00348978837630674
"24",92,24,NA,30,0.002,0,0.002,0.00106241700295957,0.00039881869101036,0.00282706022802115
"25",92,25,NA,30,0.002,0,0.002,0.000811907989308383,0.000261898774753961,0.0025140776260654
"26",92,26,NA,30,0.002,0,0.002,0.00267022697244907,0.00143733368065082,0.00495540388158554
"27",92,27,NA,30,0.002,0,0.002,0.00195121951219874,0.000976093240951796,0.00389670631759556
"28",92,28,NA,30,0.002,0,0.002,0.00235017626952994,0.00126500433311424,0.00436218670881837
"29",92,29,NA,30,0.002,0,0.002,0.00195397308196807,0.00101700475024018,0.00375093083230847
"30",92,30,NA,30,0.002,0,0.002,0.00190597204574334,0.000856524383177301,0.00423579347044592
"31",92,31,NA,30,0.002,0,0.002,0.00243572395234522,0.00126782810375218,0.00467442489669746
"32",92,32,NA,30,0.002,0,0.002,0.0018007202881153,0.000809212519544897,0.00400223148675796
"33",92,33,NA,30,0.002,0,0.002,0.00163710777627508,0.000735670850825936,0.00363907665927814
"34",92,34,NA,30,0.002,0,0.002,0.00218998083766768,0.00109557253816976,0.0043728485957996
"35",92,35,NA,30,0.002,0,0.002,0.00211081794195254,0.00105595724933042,0.00421499759598965
"36",92,36,NA,30,0.002,0,0.002,0.00107526881742335,0.00040363003712719,0.00286131275667273
"37",92,37,NA,30,0.002,0,0.002,0.00148588410104633,0.000618600841289657,0.0035647681132375
"38",92,38,NA,30,0.002,0,0.002,0.00258264464380436,0.0013901977242912,0.00479300780886562
"39",92,39,NA,30,0.002,0,0.002,0.00197016605685344,0.000939528136686135,0.00412671697549737
"40",92,40,NA,30,0.002,0,0.002,0.00130106687484664,0.000541643671753673,0.00312192984913788
"41",92,41,NA,30,0.002,0,0.002,0.00229007634668584,0.00119201621807832,0.00439519515288747
"42",92,42,NA,30,0.002,0,0.002,0.00113154173284733,0.000424776100135638,0.00301072057861542
"43",92,43,NA,30,0.002,0,0.002,0.00322997416144654,0.00194816225844991,0.00535064497062511
"44",92,44,NA,30,0.002,0,0.002,0.00182386659718608,0.000869741716695942,0.00382068388446531
"45",92,45,NA,30,0.002,0,0.002,0.00167745027558114,0.000799902675602493,0.00351434116671979
"46",92,46,NA,30,0.002,0,0.002,0.00318640468194954,0.00181048880389627,0.00560210587507517
"47",92,47,NA,30,0.002,0,0.002,0.00236406620800437,0.00127249764406296,0.0043878856188939
"48",92,48,NA,30,0.002,0,0.002,0.00208986415882969,0.00104547151985937,0.00417321313719036
"49",92,49,NA,30,0.002,0,0.002,0.00244498777506118,0.00116604469033829,0.00511951345361628
"50",92,50,NA,30,0.002,0,0.002,0.00208892867802423,0.000996182896791181,0.00437509372636446
"51",92,51,NA,30,0.002,0,0.002,0.00246103363412718,0.00128099513187376,0.00472296987695876
"52",92,52,NA,30,0.002,0,0.002,0.000983525940571834,0.000369185991657802,0.00261747482906587
"53",92,53,NA,30,0.002,0,0.002,0.00166547704020985,0.000794191879599295,0.00348928626453696
"54",92,54,NA,30,0.002,0,0.002,0.00143163922691532,0.000643318238649568,0.00318289063234415
"55",92,55,NA,30,0.002,0,0.002,0.00212370586673747,0.00106240663457665,0.00424069734376066
"56",92,56,NA,30,0.002,0,0.002,0.00319960621295863,0.00185879083425325,0.00550227029554235
"57",92,57,NA,30,0.002,0,0.002,0.00142166619277819,0.00059185961916391,0.00341091809781413
"58",92,58,NA,30,0.002,0,0.002,0.00180691791430088,0.000861657358030253,0.00378522534124229
"59",92,59,NA,30,0.002,0,0.002,0.00215807930941462,0.00107960799438085,0.0043092389418857
