"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",219,1,NA,5,0.01,0,0.01,0.00700589970501812,0.00447304915031689,0.0109571836165048
"2",219,2,NA,5,0.01,0,0.01,0.00785406637986198,0.00552875960400022,0.0111463979081115
"3",219,3,NA,5,0.01,0,0.01,0.00870010235503624,0.00541516825002728,0.0139497848807083
"4",219,4,NA,5,0.01,0,0.01,0.0124582193864511,0.00918590302360108,0.0168763856120905
"5",219,5,NA,5,0.01,0,0.01,0.00757849151930711,0.00494627046353188,0.0115951597674872
"6",219,6,NA,5,0.01,0,0.01,0.0111321648507817,0.00837397924773446,0.0147852843183643
"7",219,7,NA,5,0.01,0,0.01,0.0122574055158326,0.00885417044283439,0.0169463604401553
"8",219,8,NA,5,0.01,0,0.01,0.00801804059133053,0.00567561695050689,0.0113162198135663
"9",219,9,NA,5,0.01,0,0.01,0.0110769230769231,0.0080003486066438,0.015318340322661
"10",219,10,NA,5,0.01,0,0.01,0.00792340706503877,0.00531628869459662,0.0117939018620208
"11",219,11,NA,5,0.01,0,0.01,0.00945121951317695,0.00665434869303266,0.0134077683210741
"12",219,12,NA,5,0.01,0,0.01,0.00802213001383128,0.0055802729755475,0.0115201342418547
"13",219,13,NA,5,0.01,0,0.01,0.00843881856540221,0.00545061954782447,0.0130437554467267
"14",219,14,NA,5,0.01,0,0.01,0.00773014757554462,0.00509515321595865,0.0117118063394243
"15",219,15,NA,5,0.01,0,0.01,0.0126091173617849,0.00922574479825797,0.0172117247171215
"16",219,16,NA,5,0.01,0,0.01,0.0097315436243419,0.00677079754845676,0.0139687615072587
"17",219,17,NA,5,0.01,0,0.01,0.00627352572145564,0.00378552178249008,0.0103797127485656
"18",219,18,NA,5,0.01,0,0.01,0.00945829750644981,0.00673171753966164,0.0132744781304226
"19",219,19,NA,5,0.01,0,0.01,0.0116147308781873,0.00856315518065316,0.0157365088775154
"20",219,20,NA,5,0.01,0,0.01,0.00557809330628804,0.00309175129363878,0.0100437712700979
"21",219,21,NA,5,0.01,0,0.01,0.0144230769230773,0.0107855706313933,0.0192634671219178
"22",219,22,NA,5,0.01,0,0.01,0.00778078484964597,0.00517586577773538,0.0116813183110738
"23",219,23,NA,5,0.01,0,0.01,0.0100358422939072,0.00693801832876792,0.0144966525772547
"24",219,24,NA,5,0.01,0,0.01,0.00837898807623926,0.00571111409176908,0.012277736127918
"25",219,25,NA,5,0.01,0,0.01,0.00819672131174187,0.00540302968330599,0.0124168859900785
"26",219,26,NA,5,0.01,0,0.01,0.00916380297823598,0.00672874447626082,0.012469019931077
"27",219,27,NA,5,0.01,0,0.01,0.0097493036211699,0.00636496183087586,0.0149061531423471
"28",219,28,NA,5,0.01,0,0.01,0.00915141430948438,0.00603309217762611,0.0138590293584277
"29",219,29,NA,5,0.01,0,0.01,0.00929203539925166,0.00606607312833024,0.0142090519419704
"30",219,30,NA,5,0.01,0,0.01,0.00857013983036666,0.00547297241134232,0.0133963922822163
"31",219,31,NA,5,0.01,0,0.01,0.00905660377766543,0.00607755165951957,0.0134761081699218
"32",219,32,NA,5,0.01,0,0.01,0.00555170020819351,0.00340384350669439,0.00904257691227206
"33",219,33,NA,5,0.01,0,0.01,0.0110353781239857,0.00789535904164987,0.0154048060233541
"34",219,34,NA,5,0.01,0,0.01,0.0120033112582782,0.00835373946152945,0.0172196170580121
"35",219,35,NA,5,0.01,0,0.01,0.0135192226446979,0.0095759988873546,0.0190549552731315
"36",219,36,NA,5,0.01,0,0.01,0.0101681658322128,0.0069322575403503,0.0148919125584025
"37",219,37,NA,5,0.01,0,0.01,0.00689952566052064,0.00423106202798144,0.0112319636930274
"38",219,38,NA,5,0.01,0,0.01,0.00899400399733511,0.00617491888425306,0.0130831656775727
"39",219,39,NA,5,0.01,0,0.01,0.00659630606860158,0.00425947315339752,0.010202037366224
"40",219,40,NA,5,0.01,0,0.01,0.0125243529084331,0.00936378268846621,0.0167336945641982
"41",219,41,NA,5,0.01,0,0.01,0.00771553170093037,0.00513238285402181,0.0115836520040649
"42",219,42,NA,5,0.01,0,0.01,0.0167427701674277,0.0124822731257757,0.0224244542636747
"43",219,43,NA,5,0.01,0,0.01,0.0105585831062673,0.00743499489744999,0.0149746542622216
"44",219,44,NA,5,0.01,0,0.01,0.00904605263160628,0.00596355125464226,0.01369990962857
"45",219,45,NA,5,0.01,0,0.01,0.0158013544028072,0.0119622613360949,0.0208465460177635
"46",219,46,NA,5,0.01,0,0.01,0.0104540999714076,0.00740219923301727,0.0147455960902529
"47",219,47,NA,5,0.01,0,0.01,0.00836070468805234,0.00577874970352979,0.0120822620813477
"48",219,48,NA,5,0.01,0,0.01,0.0118343195272339,0.00862274742530933,0.0162224792899183
"49",219,49,NA,5,0.01,0,0.01,0.011143539400447,0.00824542629396156,0.0150448324838138
"50",219,50,NA,5,0.01,0,0.01,0.0100536193029508,0.00703799360354551,0.0143427103944465
"51",219,51,NA,5,0.01,0,0.01,0.0100609756097563,0.00716117330307928,0.0141183086702577
"52",219,52,NA,5,0.01,0,0.01,0.0118553645524601,0.00870771880749497,0.0161223087307542
"53",219,53,NA,5,0.01,0,0.01,0.00995184590691375,0.00700723639058596,0.0141162606053462
"54",219,54,NA,5,0.01,0,0.01,0.00960000000000039,0.00672006520767081,0.0136971330197326
"55",219,55,NA,5,0.01,0,0.01,0.0115774240231594,0.00850330812197927,0.0157452456673671
"56",219,56,NA,5,0.01,0,0.01,0.00837240455458807,0.00566340410237574,0.0123611040027072
"57",219,57,NA,5,0.01,0,0.01,0.0119940029985007,0.0084940869352586,0.0169114325345348
"58",219,58,NA,5,0.01,0,0.01,0.0109890109890113,0.00790017005268788,0.0152669551065734
"59",219,59,NA,5,0.01,0,0.01,0.0104247104248699,0.00715848527398825,0.0151584732363872
"60",219,60,NA,5,0.01,0,0.01,0.00930372148859545,0.00655036557819325,0.0131990361855704
"61",219,61,NA,5,0.01,0,0.01,0.00925925925932831,0.00668612797880581,0.012809879968309
"62",219,62,NA,5,0.01,0,0.01,0.0118152524167627,0.00880392162435885,0.0158401312155527
"63",219,63,NA,5,0.01,0,0.01,0.00840115515887824,0.00594708385303213,0.0118558240104493
"64",219,64,NA,5,0.01,0,0.01,0.00978372811534502,0.00624900003074193,0.0152871071445968
"65",219,65,NA,5,0.01,0,0.01,0.0079810818799882,0.00547878691220486,0.0116128906876758
"66",219,66,NA,5,0.01,0,0.01,0.0106829454406916,0.00738597647210059,0.015428747335551
"67",219,67,NA,5,0.01,0,0.01,0.00673520028362699,0.00430005784361767,0.0105347844856907
"68",219,68,NA,5,0.01,0,0.01,0.0112812248200773,0.00780021867039401,0.0162901954555546
"69",219,69,NA,5,0.01,0,0.01,0.010975227343995,0.00789024778397697,0.0152478539470953
"70",219,70,NA,5,0.01,0,0.01,0.0117691723614281,0.00828867018053164,0.0166865837412554
"71",219,71,NA,5,0.01,0,0.01,0.0149525893508391,0.0110281513862479,0.0202449754631467
"72",219,72,NA,5,0.01,0,0.01,0.0107460853546208,0.00772530704210971,0.0149302867502094
"73",219,73,NA,5,0.01,0,0.01,0.0105663567202419,0.00714950172052606,0.0155905362452345
"74",219,74,NA,5,0.01,0,0.01,0.00735294117777997,0.00474856891454071,0.0113693749245065
"75",219,75,NA,5,0.01,0,0.01,0.00719424461770237,0.00441201562093654,0.0117103181718575
"76",219,76,NA,5,0.01,0,0.01,0.00842198581564871,0.00537822941791364,0.0131655250550834
"77",219,77,NA,5,0.01,0,0.01,0.0125053902544201,0.00870370472879608,0.0179375640365124
"78",219,78,NA,5,0.01,0,0.01,0.0109957238851581,0.00794162816171006,0.0152063240519039
"79",219,79,NA,5,0.01,0,0.01,0.0102728731942215,0.00727368507430535,0.0144906772883255
"80",219,80,NA,5,0.01,0,0.01,0.00966183574879256,0.00667914616405063,0.0139577811695124
"81",219,81,NA,5,0.01,0,0.01,0.00679655642009901,0.00410148713943961,0.0112425523142918
"82",219,82,NA,5,0.01,0,0.01,0.0111964171470518,0.00804948576529895,0.0155543438643603
"83",219,83,NA,5,0.01,0,0.01,0.0122912070596424,0.00899281937557245,0.0167788948652302
"84",219,84,NA,5,0.01,0,0.01,0.0132069082291228,0.00966379454821367,0.0180254175654187
"85",219,85,NA,5,0.01,0,0.01,0.00994575045559523,0.00655749079899412,0.0150581894011252
"86",219,86,NA,5,0.01,0,0.01,0.00867678958785552,0.00599745401330346,0.0125380079555642
"87",219,87,NA,5,0.01,0,0.01,0.00708306503541584,0.00466824121555866,0.0107335767194733
"88",219,88,NA,5,0.01,0,0.01,0.00793650793819377,0.00506788628701304,0.0124086303586811
"89",219,89,NA,5,0.01,0,0.01,0.00656455142238962,0.00396130134366378,0.0108599276308192
"90",219,90,NA,5,0.01,0,0.01,0.00916380297824954,0.00614954043879425,0.0136352679147734
"91",219,91,NA,5,0.01,0,0.01,0.00828157349898155,0.00534894217621662,0.0128013669552539
"92",219,92,NA,5,0.01,0,0.01,0.0108520900321703,0.00745235745794568,0.0157781109127055
"93",219,93,NA,5,0.01,0,0.01,0.0130576713819449,0.00943312346087577,0.0180495253375575
"94",219,94,NA,5,0.01,0,0.01,0.00798204040909441,0.00565011136036877,0.011265505460393
"95",219,95,NA,5,0.01,0,0.01,0.00630329997174361,0.00392204416359882,0.0101156446702393
"96",219,96,NA,5,0.01,0,0.01,0.0100886579027822,0.00718090058981392,0.0141570618537227
"97",219,97,NA,5,0.01,0,0.01,0.0100243836358721,0.00727143876892437,0.0138050913173869
"98",219,98,NA,5,0.01,0,0.01,0.0089615181866695,0.00557807229662298,0.014367581754151
"99",219,99,NA,5,0.01,0,0.01,0.00870195794053693,0.00583925741847074,0.0129498185789301
"100",219,100,NA,5,0.01,0,0.01,0.00721045515998198,0.00442190154411923,0.0117368041733616
"101",219,101,NA,5,0.01,0,0.01,0.0134945178521392,0.0101839124636686,0.0178619199581374
