"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",199,1,"beta",5,0.005,0.1,0.00499743535858219,0.00100908173562083,0.000142125510803833,0.00712671951928852
"2",199,2,"beta",5,0.005,0.1,0.00500104847412822,0.00944510035419356,0.00473033968435706,0.0187704679546513
"3",199,3,"beta",5,0.005,0.1,0.00500186689943909,0.00554675118869618,0.00264657655730515,0.0115880731251334
"4",199,4,"beta",5,0.005,0.1,0.00499817270298274,0.00658978583196046,0.00329887550571864,0.0131204440207397
"5",199,5,"beta",5,0.005,0.1,0.00500218867398319,0.00536912752084594,0.0020166263015904,0.0142155416839539
"6",199,6,"beta",5,0.005,0.1,0.00500011960632514,0.00357462020869164,0.00134231911373945,0.00948402320990503
"7",199,7,"beta",5,0.005,0.1,0.00499812749542846,0.005654281098576,0.00269792490070664,0.0118118112670467
"8",199,8,"beta",5,0.005,0.1,0.00500522426432094,0.00452898550724637,0.00188633338745048,0.0108336674544607
"9",199,9,"beta",5,0.005,0.1,0.00500012794478372,0.00233644859813084,0.000329026998265495,0.0163905114685748
"10",199,10,"beta",5,0.005,0.1,0.00500113222484456,1.48152578503728e-13,0,1
"11",199,11,"beta",5,0.005,0.1,0.00499436146198946,0.00247524752475248,0.000798541043909506,0.00764561660830093
"12",199,12,"beta",5,0.005,0.1,0.00499976950269382,0.00596658711340101,0.00248564077981871,0.0142526757040982
"13",199,13,"beta",5,0.005,0.1,0.00499622617485042,0.00596658711308563,0.00248563774064932,0.0142526929236656
"14",199,14,"beta",5,0.005,0.1,0.00499781595769217,0.00780234072390353,0.00350951902826033,0.0172551897444978
"15",199,15,"beta",5,0.005,0.1,0.0049995305115375,0.00394477317554289,0.000986799513368591,0.0156306705308122
"16",199,16,"beta",5,0.005,0.1,0.00500254529798269,0.00589225589225636,0.00281157351477581,0.0123068277513956
"17",199,17,"beta",5,0.005,0.1,0.00499690240212776,0.00784655623372163,0.00408759982618589,0.0150101495089222
"18",199,18,"beta",5,0.005,0.1,0.00499787588865701,0.00533617929766355,0.0022228199029121,0.012754476785435
"19",199,19,"beta",5,0.005,0.1,0.00500247319255341,0.00462962962965558,0.00149392938961172,0.0142530937392946
"20",199,20,"beta",5,0.005,0.1,0.00500063268041905,0.00429184549356223,0.00178750222941316,0.0102687533533598
"21",199,21,"beta",5,0.005,0.1,0.00499954093427052,0.0034090909131813,0.00109995383870786,0.0105147804399675
"22",199,22,"beta",5,0.005,0.1,0.00500035204816664,0.00837520938023648,0.00349025294658565,0.0199602030728757
"23",199,23,"beta",5,0.005,0.1,0.00500329625622031,0.00294985250738113,0.000737875791252561,0.0117150713038884
"24",199,24,"beta",5,0.005,0.1,0.00499966644070143,0.00301810865194035,0.000973735147645623,0.00931465977785491
"25",199,25,"beta",5,0.005,0.1,0.00499740698883017,0.00409500409501983,0.00170547328983369,0.00979963072493838
"26",199,26,"beta",5,0.005,0.1,0.00500321619177395,0.00768049155145947,0.00320041380833295,0.018316735474797
"27",199,27,"beta",5,0.005,0.1,0.00500217423214393,0.00864553314121039,0.00388917004211342,0.0191072367520695
"28",199,28,"beta",5,0.005,0.1,0.00499927453145965,0.00501504513540622,0.00208892636183632,0.0119907510353718
"29",199,29,"beta",5,0.005,0.1,0.00499636957512307,0.00327510917095209,0.00105669102091415,0.0101037699659817
"30",199,30,"beta",5,0.005,0.1,0.00500087359406214,0.00330760749724439,0.00106716866356118,0.010203630608941
"31",199,31,"beta",5,0.005,0.1,0.00500152425709104,0.0045537340624761,0.00189666089437811,0.01089253546956
"32",199,32,"beta",5,0.005,0.1,0.00500060420628793,0.00385109114249037,0.00124259350795152,0.0118703609701756
"33",199,33,"beta",5,0.005,0.1,0.00499938276156183,0.00241545893727638,0.00060418685708517,0.0096045010100689
"34",199,34,"beta",5,0.005,0.1,0.00500024819937281,0.00261096605764029,0.00065309888166451,0.0103772025950766
"35",199,35,"beta",5,0.005,0.1,0.00499751497410957,0.00705882352941733,0.00317463295775401,0.0156208823095568
"36",199,36,"beta",5,0.005,0.1,0.00500138773007531,0.00510855683269493,0.001918653141624,0.0135300191461655
"37",199,37,"beta",5,0.005,0.1,0.0050029826989087,0.00204081632958928,0.000287420772047383,0.0143373077309562
"38",199,38,"beta",5,0.005,0.1,0.00499704253998047,0.00280504908930348,0.000701660519495856,0.0111435144740967
"39",199,39,"beta",5,0.005,0.1,0.00499865238137417,0.00285714286685557,0.00107279288391915,0.00758681739684682
"40",199,40,"beta",5,0.005,0.1,0.00500432046467569,0.00431965444142315,0.00162225072228497,0.0114507353643961
"41",199,41,"beta",5,0.005,0.1,0.00500655592003792,0.00354295837024292,0.00133037139306911,0.00940073657503069
"42",199,42,"beta",5,0.005,0.1,0.00500414711964491,0.0011441647597254,0.000161148721401013,0.00807520217807934
"43",199,43,"beta",5,0.005,0.1,0.00499786489226202,0.00286259541985008,0.000923544181394422,0.00883682258519142
"44",199,44,"beta",5,0.005,0.1,0.00500294687120897,1.8552073731411e-13,0,1
"45",199,45,"beta",5,0.005,0.1,0.00500048185187331,0.00480192076877567,0.00180342543678211,0.0127223723361299
"46",199,46,"beta",5,0.005,0.1,0.00500053217309776,0.00813743218806509,0.00423931308097418,0.0155639122826872
"47",199,47,"beta",5,0.005,0.1,0.00500161707706645,0.00114155251141557,0.000160780889297523,0.00805687098132403
"48",199,48,"beta",5,0.005,0.1,0.00499810902258329,0.00472589792768538,0.00196845149513023,0.011302287466171
"49",199,49,"beta",5,0.005,0.1,0.00500087979150965,0.0068285280734387,0.00355672058004723,0.0130705739435318
"50",199,50,"beta",5,0.005,0.1,0.0050001749962914,0.00506756756756757,0.00227839965229167,0.0112327338608044
"51",199,51,"beta",5,0.005,0.1,0.00500246914033673,0.00180831826401447,0.000254670183493504,0.012719605453631
"52",199,52,"beta",5,0.005,0.1,0.00499583984455302,0.00584307178802741,0.00278810815739061,0.0122044289578963
"53",199,53,"beta",5,0.005,0.1,0.00500212427188641,0.00117233294255572,0.000165115505999649,0.00827281767543218
"54",199,54,"beta",5,0.005,0.1,0.00500181531084915,0.00909090909113395,0.00489819957344884,0.0168118183745219
"55",199,55,"beta",5,0.005,0.1,0.00499674840575776,0.00335570469809676,0.00108269714223268,0.0103512011638051
"56",199,56,"beta",5,0.005,0.1,0.00499773731255791,0.00101936799184507,0.000143574038097553,0.00719899354515835
"57",199,57,"beta",5,0.005,0.1,0.00499637295698975,0.0130624092890528,0.00681022326668318,0.0249105066618978
"58",199,58,"beta",5,0.005,0.1,0.00499634071511498,0.00700934579638089,0.00315238565725599,0.0155118843591921
"59",199,59,"beta",5,0.005,0.1,0.00500206421792894,0.00623052959551586,0.00234040777998291,0.0164798306783935
"60",199,60,"beta",5,0.005,0.1,0.00499653178573624,0.00513698630136987,0.00230963485568652,0.0113859552809886
"61",199,61,"beta",5,0.005,0.1,0.00500169531668346,0.0066350710900474,0.00316637846684226,0.0138508357710762
"62",199,62,"beta",5,0.005,0.1,0.00499276307072345,0.00614754098360656,0.00276441112043273,0.0136144738118332
"63",199,63,"beta",5,0.005,0.1,0.00499972042691277,0.00724637681160873,0.00345843160278155,0.0151202270180091
"64",199,64,"beta",5,0.005,0.1,0.00500092658710858,0.0117187500103596,0.00527418837776209,0.0258334512649404
"65",199,65,"beta",5,0.005,0.1,0.00500179840148481,0.00249791840133223,0.000805856932587114,0.00771537551778079
"66",199,66,"beta",5,0.005,0.1,0.00500375365794814,0.0088008800880088,0.00440725956163263,0.0174975453842941
