"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",529,1,"unif",5,0.2,0.1,0.202902433870894,0.201086956521739,0.149311893582471,0.26521811191169
"2",529,2,"unif",5,0.2,0.1,0.197676952719463,0.215384615384616,0.15304357807707,0.294295949090661
"3",529,3,"unif",5,0.2,0.1,0.197304230356071,0.265151515152246,0.196892291384803,0.346854660233693
"4",529,4,"unif",5,0.2,0.1,0.201371823149764,0.178947368421078,0.130737685458334,0.240025640482547
"5",529,5,"unif",5,0.2,0.1,0.204619353867452,0.213793103448276,0.154567316326578,0.287982321547212
"6",529,6,"unif",5,0.2,0.1,0.206319544466411,0.238095238095406,0.182742193114113,0.303978537076361
"7",529,7,"unif",5,0.2,0.1,0.194732956065087,0.206611570313099,0.143619027909646,0.287943383802568
"8",529,8,"unif",5,0.2,0.1,0.204059977432156,0.153846153846155,0.101452551521675,0.226477722190707
"9",529,9,"unif",5,0.2,0.1,0.199024253195058,0.23021582733813,0.167703071832051,0.30742367842789
"10",529,10,"unif",5,0.2,0.1,0.198031909611758,0.204545454545565,0.132838317647773,0.30150229689491
"11",529,11,"unif",5,0.2,0.1,0.201206113136019,0.179856115107917,0.124535014665285,0.2526597196813
"12",529,12,"unif",5,0.2,0.1,0.196652326015194,0.165048543719271,0.10514167649724,0.249569195047963
"13",529,13,"unif",5,0.2,0.1,0.20646647797084,0.192982456140351,0.140572697580398,0.259042566215944
"14",529,14,"unif",5,0.2,0.1,0.205430560074056,0.140000000000005,0.0930888707342356,0.205202493718644
"15",529,15,"unif",5,0.2,0.1,0.195137282567458,0.216494845360826,0.145616910159467,0.309379583538969
"16",529,16,"unif",5,0.2,0.1,0.199863669240435,0.264462809917356,0.193583624178406,0.350029323852083
"17",529,17,"unif",5,0.2,0.1,0.205034593016625,0.193333333333343,0.137795108149277,0.264392031948118
"18",529,18,"unif",5,0.2,0.1,0.197233449360436,0.229299363057325,0.170177934905915,0.301497616263701
"19",529,19,"unif",5,0.2,0.1,0.193712967637048,0.169014084507043,0.11593400341942,0.239804621083815
"20",529,20,"unif",5,0.2,0.1,0.205669048753699,0.226562500000008,0.162238252760809,0.307042979360717
"21",529,21,"unif",5,0.2,0.1,0.197059724878894,0.240384615384615,0.187155401119249,0.303107549722387
"22",529,22,"unif",5,0.2,0.1,0.198913676126057,0.187500000000001,0.131838781738489,0.259633073678509
"23",529,23,"unif",5,0.2,0.1,0.200679223778579,0.215909090909091,0.161280324969936,0.282802492654524
"24",529,24,"unif",5,0.2,0.1,0.196600528350625,0.191666666666681,0.130814725731016,0.271968268809776
"25",529,25,"unif",5,0.2,0.1,0.203412531171555,0.213903743315509,0.160963076111261,0.27847744944962
"26",529,26,"unif",5,0.2,0.1,0.196542558382647,0.221311475414394,0.15637014972225,0.303519873482254
"27",529,27,"unif",5,0.2,0.1,0.20537981116839,0.209459459460527,0.151343282141231,0.282464541235746
"28",529,28,"unif",5,0.2,0.1,0.19739724712391,0.238095238095238,0.176143667924067,0.313543357003745
"29",529,29,"unif",5,0.2,0.1,0.198556340252937,0.170068027210886,0.117592281052578,0.239602573326274
"30",529,30,"unif",5,0.2,0.1,0.204978330858102,0.217616580310881,0.164995123841031,0.281365409851298
"31",529,31,"unif",5,0.2,0.1,0.203324892811257,0.162162162162163,0.111124175236792,0.230561002141465
"32",529,32,"unif",5,0.2,0.1,0.202328243230561,0.186567164191391,0.129307295123078,0.261565686012597
"33",529,33,"unif",5,0.2,0.1,0.196466673209361,0.195121951219919,0.134352987220853,0.27465624494594
"34",529,34,"unif",5,0.2,0.1,0.205817744532224,0.222222222222811,0.161700524902094,0.297360960986572
