"","scenario","run","dist.of.pi","num.of.studies","true.pi","heterogeneity","sample.pi","est","ci.lb","ci.ub"
"1",262,1,"unif",30,0.01,0.5,0.00997509459110499,0.0106487077649231,0.00922579100795833,0.0122883626062863
"2",262,2,"unif",30,0.01,0.5,0.0100539268481329,0.0100223904473926,0.00869282310598075,0.0115529451430149
"3",262,3,"unif",30,0.01,0.5,0.00999515408583365,0.0106748962865895,0.00933335586912263,0.012206888523034
"4",262,4,"unif",30,0.01,0.5,0.0100768342958825,0.00928060172267702,0.007925608319782,0.0108647131941424
"5",262,5,"unif",30,0.01,0.5,0.00997388293067652,0.00935976960585609,0.00805473905752449,0.0108739236166393
"6",262,6,"unif",30,0.01,0.5,0.00997555104465203,0.0106085447005513,0.0093011041736256,0.0120975257233635
"7",262,7,"unif",30,0.01,0.5,0.0100505142941101,0.00926716254117267,0.00791002112101386,0.0108546043661987
"8",262,8,"unif",30,0.01,0.5,0.0100648831627489,0.00943796394485713,0.00815338005080123,0.0109227081938417
"9",262,9,"unif",30,0.01,0.5,0.0100759421522635,0.00936010891769321,0.00804046001768481,0.010893967935735
"10",262,10,"unif",30,0.01,0.5,0.00993179968103863,0.00947320936295314,0.00821931145372841,0.0109162903308884
"11",262,11,"unif",30,0.01,0.5,0.0100356821419867,0.00954738330976034,0.00818994365509786,0.0111272871926715
"12",262,12,"unif",30,0.01,0.5,0.0100825664861045,0.0106479156203208,0.00931270567260305,0.0121722093034608
"13",262,13,"unif",30,0.01,0.5,0.010076650947734,0.0095850379897841,0.00822999085127848,0.0111606795388544
"14",262,14,"unif",30,0.01,0.5,0.00992615315785503,0.0100065616797969,0.00866232310492206,0.0115569703159168
"15",262,15,"unif",30,0.01,0.5,0.0100464490657891,0.0113116867893579,0.00983008737081885,0.0130136592718222
"16",262,16,"unif",30,0.01,0.5,0.00999319377052462,0.00962338125223055,0.00825517796252864,0.0112157844025975
"17",262,17,"unif",30,0.01,0.5,0.00992707348403049,0.00895003324298349,0.00772196486078895,0.010371367025503
"18",262,18,"unif",30,0.01,0.5,0.0100304388855646,0.0098114364556381,0.00852243829930785,0.0112931718443237
"19",262,19,"unif",30,0.01,0.5,0.00996660021628358,0.00940549240522597,0.00815434294810113,0.0108465108104398
"20",262,20,"unif",30,0.01,0.5,0.00999606237192617,0.00959033862183952,0.00822681545287923,0.0111773069703889
"21",262,21,"unif",30,0.01,0.5,0.00991706412924966,0.0100263190877687,0.00859284176535089,0.0116961111407278
"22",262,22,"unif",30,0.01,0.5,0.0100490625120645,0.0101803644477953,0.00892279525485509,0.0116130972521086
"23",262,23,"unif",30,0.01,0.5,0.0100267468923947,0.0090828812919125,0.00771904082027585,0.0106850974030765
"24",262,24,"unif",30,0.01,0.5,0.0099203712414267,0.0103684502883459,0.00891938844166554,0.0120500673199519
"25",262,25,"unif",30,0.01,0.5,0.0100578072545791,0.00924351891203838,0.00797195187203094,0.0107157165470818
"26",262,26,"unif",30,0.01,0.5,0.00997302713072042,0.00866680933034824,0.0074341396847557,0.0101017902241027
"27",262,27,"unif",30,0.01,0.5,0.0100832270336117,0.00895014276302649,0.00768093737142875,0.0104268691613158
"28",262,28,"unif",30,0.01,0.5,0.0100415350624731,0.00952575008916375,0.0082586648943611,0.0109850844473158
"29",262,29,"unif",30,0.01,0.5,0.00997675894394083,0.00984528832630642,0.00851925337650161,0.0113753546245217
"30",262,30,"unif",30,0.01,0.5,0.00992552217956369,0.0109862671660536,0.00963248637019004,0.012527905892338
"31",262,31,"unif",30,0.01,0.5,0.00996334638078197,0.00984929393618795,0.00846482872534604,0.0114575788192005
